n,grad_frac,curl_frac,curl_energy,order_agreement,ties,min_abs_A,sd_psi,rms_A,cycles,triangles,cycle_frac,mean_m2,sd_m2,sd_logloger,mean_alpha_max,sd_alpha_max,pool,q,replicate
280,0.9950651415491445,0.09922380799878988,0.00984536407378072,0.989247311827957,0,4.056843803112997e-07,0.009290925731288409,0.01322815843159088,140,3619560,3.867873443180939e-05,1.0801345468935497,0.31672146415602387,0.0188398033008614,1.9115246682857876,0.3935835730833721,maxmatched,19,2
280,0.9966842177172627,0.08136688609826476,0.00662057015332799,0.9905785970302099,0,5.911217511034295e-07,0.009186259012886057,0.013057890337399836,127,3619560,3.5087137663141376e-05,1.0,0.3034592173989095,0.018541154736496653,1.931737107371614,0.4392333201092928,arithmetic,23,0
280,0.9965937582891277,0.08246745381756224,0.00680088093915176,0.9898361495135689,0,1.1534760002707145e-06,0.008809133166750253,0.012522958006312694,278,3619560,7.680491551459293e-05,0.9602484472049689,0.2503837570023477,0.017851475917680774,1.9406734394026313,0.42250100413084296,arithmetic,23,1
280,0.9960326482740202,0.08898855865920156,0.007918963572242158,0.9914746543778802,0,5.058024170612185e-07,0.008092791227220734,0.011511095968002465,84,3619560,2.3207240659085633e-05,0.979503105590062,0.26763700558880427,0.016350918186837034,1.9347158847152868,0.3865501639907526,arithmetic,23,2
280,0.9913684292814255,0.1311054439147311,0.017188637424078702,0.9702764976958526,0,9.461036709623727e-08,0.007751810834749077,0.011077965126469583,1183,3619560,0.00032683530594878934,4.9853767215771,1.0363265783162006,0.015832442124186198,3.6207038612339195,0.49419657760886954,loose,23,0
280,0.9901513161207688,0.14000132565197274,0.019600371184309726,0.9707373271889401,0,2.996858011750092e-07,0.007107738017520337,0.01017001877446674,1286,3619560,0.00035529180342362053,5.130718336483932,1.0469287095808926,0.014371838121839793,3.7070884042004226,0.45037448678805136,loose,23,1
280,0.9911658143705669,0.1326285354783444,0.01759032842313046,0.969815668202765,0,2.4293918610140963e-07,0.007435460835790341,0.01062804752206445,1245,3619560,0.00034396445976859065,5.11124763705104,1.0442941481357928,0.015162608074524641,3.67208777041227,0.4703256201796135,loose,23,2
280,0.9969821186255299,0.07763153444928206,0.006026655140950066,0.9908090117767537,0,5.543592784817974e-07,0.0093850053414945,0.01333641394329093,119,3619560,3.287692426703798e-05,0.9988252768025924,0.2764375688076067,0.01897344604735449,1.9935467372528186,0.45187117130545673,m2matched,23,0
280,0.9973221058011498,0.07313424150396361,0.005348617280360073,0.9907066052227342,0,6.30734451334547e-08,0.010042158781016242,0.01426538675278798,65,3619560,1.7957983843340073e-05,0.9876856602754523,0.2811747781704379,0.020266005053988997,1.9496097714336493,0.49212746417344855,m2matched,23,1
280,0.9975283951833601,0.07026450599634224,0.004937100802910014,0.992626728110599,0,4.654785366042802e-07,0.009570206430694362,0.01359214348736968,50,3619560,1.381383372564621e-05,0.9832433162300837,0.2651387905601706,0.019340203117055386,1.9086515829581523,0.4633118070193266,m2matched,23,2
