q,n,unordered_pairs,ties,grad_energy_pct,curl_energy_pct,psi_opt_order_pct,phi_order_pct,cycles,triangles,edge_disjoint_cycles,min_wrong_pairs_lower_bound,min_wrong_pct_lower_bound
11,296,43660,0,99.1748712542884,0.8251287457115872,98.31424644983967,82.4942739349519,132,4278680,42,42,0.0961978928080623
13,698,243253,0,99.27468769932356,0.7253123006764339,98.65078745174777,83.31613587499434,1475,56434696,214,214,0.08797424903289991
