q,n,grad_energy,curl_energy,order_agreement,cycles,triangles
11,296,0.9917487125428841,0.008251287457115872,0.9831424644983967,132,4278680
13,698,0.9927468769932356,0.007253123006764339,0.9865078745174777,1475,56434696
