n,grad_frac,curl_frac,curl_energy,order_agreement,ties,min_abs_A,sd_psi,rms_A,cycles,triangles,cycle_frac,pool,q,replicate
24,0.9955576431868558,0.09415401792931245,0.00886497909223329,0.9891304347826086,0,4.456909270311726e-06,0.013922765767105078,0.020202997333084026,0,2024,0.0,control:sigshuffle,11,6
24,0.9963105489704908,0.0858212678193429,0.007365290010119384,0.9710144927536232,0,0.00013502018024769136,0.012683978749500724,0.018391513816951133,0,2024,0.0,control:sigshuffle,11,7
24,0.9977808159910354,0.06658410651397109,0.004433443240263849,0.9782608695652174,0,0.0004423806794209284,0.017800320486549146,0.025772074178574706,0,2024,0.0,control:maxmatched,11,0
24,0.9927277535352634,0.12038109220649591,0.01449160736082887,0.9782608695652174,0,8.95828043968594e-05,0.014644132098676339,0.02131032999677961,1,2024,0.0004940711462450593,control:maxmatched,11,1
24,0.9977040668888065,0.06772440412093601,0.004586594913535854,0.9855072463768116,0,7.290391479730651e-05,0.01942207787359278,0.028122287853974963,0,2024,0.0,control:maxmatched,11,2
24,0.9971805735134641,0.07503934839375341,0.005630903807359104,0.9927536231884058,0,0.00029215210041677597,0.01997491131097192,0.02893794928248028,0,2024,0.0,control:maxmatched,11,3
24,0.993055105889471,0.1176501452053999,0.013841556666851683,0.9855072463768116,0,1.0045736121178095e-05,0.015122594549522889,0.021999340438420507,0,2024,0.0,control:maxmatched,11,4
24,0.9939433935381442,0.10989326841020754,0.01207653044187792,0.9601449275362319,0,4.034364217486708e-05,0.01468744026865656,0.02134721197867464,0,2024,0.0,control:maxmatched,11,5
24,0.9937973947372996,0.11120583713706798,0.01236673821335609,0.9746376811594203,0,0.00021796948433505658,0.01498936650735307,0.021789242158518154,0,2024,0.0,control:maxmatched,11,6
24,0.9933183293713247,0.11540665723848254,0.013318696534960593,0.9818840579710145,0,9.216867589234568e-05,0.013144913822386122,0.01911727530788748,0,2024,0.0,control:maxmatched,11,7
50,0.9950021866396278,0.09985313506525235,0.00997064858235953,0.9787755102040816,0,3.8786541045832124e-05,0.014787878001690374,0.021231651835621663,0,19600,0.0,arithmetic,11,0
50,0.9962059394599743,0.08702715774211098,0.007573726184670266,0.9861224489795918,0,1.606970998113688e-05,0.01702477333179227,0.02441373193667896,2,19600,0.00010204081632653062,arithmetic,11,1
50,0.9946238072812371,0.10355424660233038,0.010723481989376253,0.9861224489795918,0,0.00010649244362204158,0.01673039926637731,0.024029758995886327,0,19600,0.0,arithmetic,11,2
50,0.9947666525324381,0.10217292698854746,0.010439307009407052,0.9885714285714285,0,0.00010034297320837826,0.014943002344768912,0.021459450970202902,0,19600,0.0,arithmetic,11,3
50,0.9962870139581698,0.08609405216571997,0.007412185818313711,0.9812244897959184,0,0.00017449608775610415,0.01903118938715086,0.027288736106478056,0,19600,0.0,arithmetic,11,4
50,0.9962276531428282,0.08677824101428012,0.00753046311353249,0.9828571428571429,0,2.3461031746219163e-05,0.01650272584866135,0.02366459369660241,0,19600,0.0,arithmetic,11,5
50,0.997662893787863,0.06832825446934496,0.004668750358827559,0.9804081632653061,0,1.295555174252172e-07,0.018833628253654897,0.026968210792480324,0,19600,0.0,arithmetic,11,6
50,0.993905532250812,0.1102351711625212,0.012151792961230345,0.9820408163265306,0,6.577860267231728e-05,0.01510044052325432,0.021704334255501063,1,19600,5.102040816326531e-05,arithmetic,11,7
50,0.993334224917509,0.11526976016081533,0.013287117607531889,0.9697959183673469,0,1.1886936899463407e-05,0.01668585425530032,0.023996892538771186,11,19600,0.0005612244897959184,control:loose,11,0
50,0.9950443224939042,0.09943237034611577,0.009886796272647122,0.9681632653061224,0,1.7323300916305406e-05,0.018791447638570644,0.0269786225508789,5,19600,0.00025510204081632655,control:loose,11,1
50,0.9920784420783145,0.1256199218414962,0.015780364763463617,0.9583673469387755,0,1.0784766177662775e-05,0.01626884305675672,0.023426780969161155,19,19600,0.0009693877551020408,control:loose,11,2
50,0.9936063275156739,0.11290024765613037,0.01274646592081557,0.9551020408163265,0,4.66601284193624e-05,0.019857949240664134,0.028551044945702576,1,19600,5.102040816326531e-05,control:loose,11,3
50,0.9947374391525,0.1024569526597686,0.010497427148326063,0.9575510204081633,0,1.007123668239629e-05,0.01863804450281086,0.026766638927195798,9,19600,0.00045918367346938773,control:loose,11,4
50,0.9937690615104764,0.11145874745656781,0.012423052384586962,0.9681632653061224,0,4.0252347888181106e-05,0.018310912073942236,0.026322459445616092,5,19600,0.00025510204081632655,control:loose,11,5
50,0.9942456435920775,0.10712422787668621,0.011475600198176195,0.9624489795918367,0,2.5268399758693327e-05,0.017680485868893515,0.025404020745123868,13,19600,0.000663265306122449,control:loose,11,6
