family,genus,q,m,mu,mu_abs,rate,scaled_deviation,deficit,moment2,moment4,n_over_weil
H3c,3,101,24,2.388089256503974,2.78610413258797,0.955845201438762,2.0479608075147193,3.611910743496026,0.9900990099009901,2.6797217512163924,0
H3c,3,211,36,2.478342206957451,2.5471850460396026,0.9714069523644566,2.2228300951758073,3.521657793042549,0.966824644549763,2.587008995488683,0
H3c,3,401,56,2.796506548857965,3.196007484409103,0.9786565353268734,2.561834380674199,3.203493451142035,1.0174563591022443,3.2148318701446024,0
H3c,3,1009,93,2.927772757595598,3.242587032605877,0.9874134968313913,2.7653528581955555,3.072227242404402,0.9970267591674926,2.904280857381608,0
H3c,3,2003,150,3.351589216265639,3.351589216265639,0.9905902591597112,3.201613699493901,2.648410783734361,1.0304543185222166,3.0165771766282825,0
H3c,3,4001,229,3.6203554047476922,4.142066008925307,0.9933343774860433,3.4970730944138806,2.3796445952523078,0.9787553111722069,2.979816395066566,0
H3c,3,8009,334,3.7321347867106236,3.7544828992058967,0.9954750084745521,3.639866875895788,2.2678652132893764,1.0243476089399426,3.1926820178279014,0
H3c,3,16001,488,3.8578581892206705,3.9527235545293755,0.9969061912234046,3.78844183956786,2.1421418107793295,0.9959377538903819,2.970084536528544,0
H3c,3,32003,809,4.5222355096718525,4.757011642436027,0.9975992177043274,4.455300405584572,1.4777644903281475,0.9956566571883886,2.9862013356429484,0
H3c,3,64007,1127,4.4546150486626255,4.4546150486626255,0.998425305314832,4.408898574203046,1.5453849513373745,0.9979221022700642,3.0079948229332794,0
