family,size,t,lambda_min,t_star
rand40_71,40,1.230908e-01,-9.362949993e-05,0.274464288
rand40_71,40,1.274275e-01,-9.402079526e-05,0.274464288
rand40_71,40,1.319170e-01,-9.422625065e-05,0.274464288
rand40_71,40,1.365647e-01,-9.422592236e-05,0.274464288
rand40_71,40,1.413761e-01,-9.399829685e-05,0.274464288
rand40_71,40,1.463570e-01,-9.352018263e-05,0.274464288
rand40_71,40,1.515134e-01,-9.276659534e-05,0.274464288
rand40_71,40,1.568515e-01,-9.171063573e-05,0.274464288
rand40_71,40,1.623777e-01,-9.032336028e-05,0.274464288
rand40_71,40,1.680985e-01,-8.857364390e-05,0.274464288
rand40_71,40,1.740209e-01,-8.642803439e-05,0.274464288
rand40_71,40,1.801520e-01,-8.385059828e-05,0.274464288
rand40_71,40,1.864991e-01,-8.080275748e-05,0.274464288
rand40_71,40,1.930698e-01,-7.724311648e-05,0.274464288
rand40_71,40,1.998720e-01,-7.312727943e-05,0.274464288
rand40_71,40,2.069138e-01,-6.840765675e-05,0.274464288
rand40_71,40,2.142037e-01,-6.303326082e-05,0.274464288
rand40_71,40,2.217505e-01,-5.694949006e-05,0.274464288
rand40_71,40,2.295632e-01,-5.009790108e-05,0.274464288
rand40_71,40,2.376511e-01,-4.241596829e-05,0.274464288
rand40_71,40,2.460240e-01,-3.383683042e-05,0.274464288
rand40_71,40,2.546918e-01,-2.428902345e-05,0.274464288
rand40_71,40,2.636651e-01,-1.369619939e-05,0.274464288
rand40_71,40,2.729545e-01,-1.976830364e-06,0.274464288
rand40_71,40,2.825712e-01,1.095610259e-05,0.274464288
rand40_71,40,2.925266e-01,2.519543648e-05,0.274464288
rand40_71,40,3.028329e-01,4.084016970e-05,0.274464288
rand40_71,40,3.135022e-01,5.799582222e-05,0.274464288
rand40_71,40,3.245474e-01,7.677481321e-05,0.274464288
rand40_71,40,3.359818e-01,9.729685653e-05,0.274464288
rand40_71,40,3.478191e-01,1.196893747e-04,0.274464288
rand40_71,40,3.600733e-01,1.440879317e-04,0.274464288
rand40_71,40,3.727594e-01,1.706366849e-04,0.274464288
rand40_71,40,3.858923e-01,1.994888570e-04,0.274464288
rand40_71,40,3.994880e-01,2.308072279e-04,0.274464288
rand40_71,40,4.135627e-01,2.647646462e-04,0.274464288
rand40_71,40,4.281332e-01,3.015445629e-04,0.274464288
rand40_71,40,4.432171e-01,3.413415839e-04,0.274464288
rand40_71,40,4.588325e-01,3.843620446e-04,0.274464288
rand40_71,40,4.749979e-01,4.308246052e-04,0.274464288
rand40_71,40,4.917330e-01,4.809608660e-04,0.274464288
rand40_71,40,5.090576e-01,5.350160045e-04,0.274464288
rand40_71,40,5.269926e-01,5.932494314e-04,0.274464288
rand40_71,40,5.455595e-01,6.559354678e-04,0.274464288
rand40_71,40,5.647805e-01,7.233640408e-04,0.274464288
rand40_71,40,5.846787e-01,7.958413979e-04,0.274464288
rand40_71,40,6.052780e-01,8.736908398e-04,0.274464288
rand40_71,40,6.266030e-01,9.572534696e-04,0.274464288
rand40_71,40,6.486794e-01,1.046888958e-03,0.274464288
rand40_71,40,6.715335e-01,1.142976321e-03,0.274464288
rand40_71,40,6.951928e-01,1.245914717e-03,0.274464288
rand40_71,40,7.196857e-01,1.356124248e-03,0.274464288
rand40_71,40,7.450415e-01,1.474046771e-03,0.274464288
rand40_71,40,7.712906e-01,1.600146728e-03,0.274464288
rand40_71,40,7.984645e-01,1.734911967e-03,0.274464288
rand40_71,40,8.265959e-01,1.878854583e-03,0.274464288
rand40_71,40,8.557183e-01,2.032511745e-03,0.274464288
rand40_71,40,8.858668e-01,2.196446540e-03,0.274464288
rand40_71,40,9.170775e-01,2.371248805e-03,0.274464288
rand40_71,40,9.493877e-01,2.557535961e-03,0.274464288
rand40_71,40,9.828363e-01,2.755953841e-03,0.274464288
rand40_71,40,1.017463e+00,2.967177515e-03,0.274464288
rand40_71,40,1.053310e+00,3.191912111e-03,0.274464288
rand40_71,40,1.090420e+00,3.430893624e-03,0.274464288
rand40_71,40,1.128838e+00,3.684889729e-03,0.274464288
rand40_71,40,1.168609e+00,3.954700586e-03,0.274464288
rand40_71,40,1.209781e+00,4.241159646e-03,0.274464288
rand40_71,40,1.252404e+00,4.545134455e-03,0.274464288
rand40_71,40,1.296528e+00,4.867527477e-03,0.274464288
rand40_71,40,1.342207e+00,5.209276916e-03,0.274464288
rand40_71,40,1.389495e+00,5.571357569e-03,0.274464288
rand40_71,40,1.438450e+00,5.954781702e-03,0.274464288
rand40_71,40,1.489129e+00,6.360599963e-03,0.274464288
rand40_71,40,1.541594e+00,6.789902349e-03,0.274464288
rand40_71,40,1.595907e+00,7.243819227e-03,0.274464288
rand40_71,40,1.652133e+00,7.723522426e-03,0.274464288
rand40_71,40,1.710341e+00,8.230226424e-03,0.274464288
rand40_71,40,1.770599e+00,8.765189617e-03,0.274464288
rand40_71,40,1.832981e+00,9.329715710e-03,0.274464288
rand40_71,40,1.897560e+00,9.925155225e-03,0.274464288
rand40_71,40,1.964414e+00,1.055290713e-02,0.274464288
rand40_71,40,2.033624e+00,1.121442064e-02,0.274464288
rand40_71,40,2.105272e+00,1.191119711e-02,0.274464288
rand40_71,40,2.179445e+00,1.264479210e-02,0.274464288
rand40_71,40,2.256230e+00,1.341681764e-02,0.274464288
rand40_71,40,2.335721e+00,1.422894452e-02,0.274464288
rand40_71,40,2.418013e+00,1.508290481e-02,0.274464288
rand40_71,40,2.503204e+00,1.598049446e-02,0.274464288
rand40_71,40,2.591396e+00,1.692357603e-02,0.274464288
rand40_71,40,2.682696e+00,1.791408143e-02,0.274464288
rand40_71,40,2.777212e+00,1.895401481e-02,0.274464288
rand40_71,40,2.875058e+00,2.004545543e-02,0.274464288
rand40_71,40,2.976351e+00,2.119056050e-02,0.274464288
rand40_71,40,3.081214e+00,2.239156808e-02,0.274464288
rand40_71,40,3.189770e+00,2.365079981e-02,0.274464288
rand40_71,40,3.302151e+00,2.497066363e-02,0.274464288
rand40_71,40,3.418492e+00,2.635365628e-02,0.274464288
rand40_71,40,3.538932e+00,2.780236572e-02,0.274464288
rand40_71,40,3.663615e+00,2.931947328e-02,0.274464288
rand40_71,40,3.792690e+00,3.090775558e-02,0.274464288
rand40_71,40,3.926313e+00,3.257008625e-02,0.274464288
rand40_71,40,4.064644e+00,3.430943723e-02,0.274464288
rand40_71,40,4.207849e+00,3.612887982e-02,0.274464288
rand40_71,40,4.356099e+00,3.803158531e-02,0.274464288
rand40_71,40,4.509572e+00,4.002082522e-02,0.274464288
rand40_71,40,4.668452e+00,4.209997109e-02,0.274464288
rand40_71,40,4.832930e+00,4.427249378e-02,0.274464288
rand40_71,40,5.003203e+00,4.654196220e-02,0.274464288
rand40_71,40,5.179475e+00,4.891204153e-02,0.274464288
rand40_71,40,5.361957e+00,5.138649076e-02,0.274464288
rand40_71,40,5.550868e+00,5.396915956e-02,0.274464288
rand40_71,40,5.746435e+00,5.666398445e-02,0.274464288
rand40_71,40,5.948892e+00,5.947498405e-02,0.274464288
rand40_71,40,6.158482e+00,6.240625362e-02,0.274464288
rand40_71,40,6.375456e+00,6.546195848e-02,0.274464288
rand40_71,40,6.600075e+00,6.864632648e-02,0.274464288
rand40_71,40,6.832607e+00,7.196363937e-02,0.274464288
rand40_71,40,7.073332e+00,7.541822282e-02,0.274464288
rand40_71,40,7.322538e+00,7.901443519e-02,0.274464288
rand40_71,40,7.580524e+00,8.275665480e-02,0.274464288
rand40_71,40,7.847600e+00,8.664926554e-02,0.274464288
rand40_71,40,8.124085e+00,9.069664078e-02,0.274464288
rand40_71,40,8.410311e+00,9.490312522e-02,0.274464288
rand40_71,40,8.706621e+00,9.927301459e-02,0.274464288
rand40_71,40,9.013370e+00,1.038105329e-01,0.274464288
rand40_71,40,9.330927e+00,1.085198065e-01,0.274464288
rand40_71,40,9.659673e+00,1.134048357e-01,0.274464288
rand40_71,40,1.000000e+01,1.184694614e-01,0.274464288
rand40_71,40,1.035232e+01,1.237173276e-01,0.274464288
rand40_71,40,1.071705e+01,1.291518383e-01,0.274464288
rand40_71,40,1.109463e+01,1.347761061e-01,0.274464288
rand40_71,40,1.148551e+01,1.405928924e-01,0.274464288
rand40_71,40,1.189017e+01,1.466045346e-01,0.274464288
rand40_71,40,1.230908e+01,1.528128566e-01,0.274464288
rand40_71,40,1.274275e+01,1.592190588e-01,0.274464288
rand40_71,40,1.319170e+01,1.658235799e-01,0.274464288
rand40_71,40,1.365647e+01,1.726259254e-01,0.274464288
rand40_71,40,1.413761e+01,1.796244594e-01,0.274464288
rand40_71,40,1.463570e+01,1.868161671e-01,0.274464288
rand40_71,40,1.515134e+01,1.941964181e-01,0.274464288
rand40_71,40,1.568515e+01,2.017588134e-01,0.274464288
rand40_71,40,1.623777e+01,2.094952710e-01,0.274464288
rand40_71,40,1.680985e+01,2.173965903e-01,0.274464288
rand40_71,40,1.740209e+01,2.254537058e-01,0.274464288
rand40_71,40,1.801520e+01,2.336595722e-01,0.274464288
rand40_71,40,1.864991e+01,2.420110871e-01,0.274464288
rand40_71,40,1.930698e+01,2.505101072e-01,0.274464288
rand40_71,40,1.998720e+01,2.591629792e-01,0.274464288
rand40_71,40,2.069138e+01,2.679789199e-01,0.274464288
rand40_71,40,2.142037e+01,2.769681419e-01,0.274464288
rand40_71,40,2.217505e+01,2.861404277e-01,0.274464288
rand40_71,40,2.295632e+01,2.955043462e-01,0.274464288
rand40_71,40,2.376511e+01,3.050669679e-01,0.274464288
rand40_71,40,2.460240e+01,3.148338624e-01,0.274464288
rand40_71,40,2.546918e+01,3.248092130e-01,0.274464288
rand40_71,40,2.636651e+01,3.349959565e-01,0.274464288
rand40_71,40,2.729545e+01,3.453959067e-01,0.274464288
rand40_71,40,2.825712e+01,3.560098495e-01,0.274464288
rand40_71,40,2.925266e+01,3.668376080e-01,0.274464288
rand40_71,40,3.028329e+01,3.778780828e-01,0.274464288
rand40_71,40,3.135022e+01,3.891292718e-01,0.274464288
rand40_71,40,3.245474e+01,4.005882764e-01,0.274464288
rand40_71,40,3.359818e+01,4.122512963e-01,0.274464288
rand40_71,40,3.478191e+01,4.241136183e-01,0.274464288
rand40_71,40,3.600733e+01,4.361696007e-01,0.274464288
rand40_71,40,3.727594e+01,4.484126554e-01,0.274464288
rand40_71,40,3.858923e+01,4.608352317e-01,0.274464288
rand40_71,40,3.994880e+01,4.734287999e-01,0.274464288
rand40_71,40,4.135627e+01,4.861838397e-01,0.274464288
rand40_71,40,4.281332e+01,4.990898319e-01,0.274464288
rand40_71,40,4.432171e+01,5.121352565e-01,0.274464288
rand40_71,40,4.588325e+01,5.253075964e-01,0.274464288
rand40_71,40,4.749979e+01,5.385933492e-01,0.274464288
rand40_71,40,4.917330e+01,5.519780473e-01,0.274464288
rand40_71,40,5.090576e+01,5.654462863e-01,0.274464288
rand40_71,40,5.269926e+01,5.789817634e-01,0.274464288
rand40_71,40,5.455595e+01,5.925673264e-01,0.274464288
rand40_71,40,5.647805e+01,6.061850314e-01,0.274464288
rand40_71,40,5.846787e+01,6.198162125e-01,0.274464288
rand40_71,40,6.052780e+01,6.334415604e-01,0.274464288
rand40_71,40,6.266030e+01,6.470412114e-01,0.274464288
rand40_71,40,6.486794e+01,6.605948452e-01,0.274464288
rand40_71,40,6.715335e+01,6.740817905e-01,0.274464288
rand40_71,40,6.951928e+01,6.874811384e-01,0.274464288
rand40_71,40,7.196857e+01,7.007718603e-01,0.274464288
rand40_71,40,7.450415e+01,7.139329307e-01,0.274464288
rand40_71,40,7.712906e+01,7.269434515e-01,0.274464288
rand40_71,40,7.984645e+01,7.397827776e-01,0.274464288
rand40_71,40,8.265959e+01,7.524306397e-01,0.274464288
rand40_71,40,8.557183e+01,7.648672662e-01,0.274464288
rand40_71,40,8.858668e+01,7.770734980e-01,0.274464288
rand40_71,40,9.170775e+01,7.890308995e-01,0.274464288
rand40_71,40,9.493877e+01,8.007218606e-01,0.274464288
rand40_71,40,9.828363e+01,8.121296921e-01,0.274464288
rand40_71,40,1.017463e+02,8.232387119e-01,0.274464288
rand40_71,40,1.053310e+02,8.340343230e-01,0.274464288
rand40_71,40,1.090420e+02,8.445030832e-01,0.274464288
rand40_71,40,1.128838e+02,8.546327659e-01,0.274464288
rand40_71,40,1.168609e+02,8.644124151e-01,0.274464288
rand40_71,40,1.209781e+02,8.738323914e-01,0.274464288
rand40_71,40,1.252404e+02,8.828844139e-01,0.274464288
rand40_71,40,1.296528e+02,8.915615948e-01,0.274464288
rand40_71,40,1.342207e+02,8.998584693e-01,0.274464288
rand40_71,40,1.389495e+02,9.077710199e-01,0.274464288
rand40_71,40,1.438450e+02,9.152966952e-01,0.274464288
rand40_71,40,1.489129e+02,9.224344226e-01,0.274464288
rand40_71,40,1.541594e+02,9.291846137e-01,0.274464288
rand40_71,40,1.595907e+02,9.355491629e-01,0.274464288
rand40_71,40,1.652133e+02,9.415314358e-01,0.274464288
rand40_71,40,1.710341e+02,9.471362481e-01,0.274464288
rand40_71,40,1.770599e+02,9.523698337e-01,0.274464288
rand40_71,40,1.832981e+02,9.572397996e-01,0.274464288
rand40_71,40,1.897560e+02,9.617550691e-01,0.274464288
rand40_71,40,1.964414e+02,9.659258109e-01,0.274464288
rand40_71,40,2.033624e+02,9.697633550e-01,0.274464288
rand40_71,40,2.105272e+02,9.732800957e-01,0.274464288
rand40_71,40,2.179445e+02,9.764893826e-01,0.274464288
rand40_71,40,2.256230e+02,9.794053995e-01,0.274464288
rand40_71,40,2.335721e+02,9.820430343e-01,0.274464288
rand40_71,40,2.418013e+02,9.844177411e-01,0.274464288
rand40_71,40,2.503204e+02,9.865453959e-01,0.274464288
rand40_71,40,2.591396e+02,9.884421496e-01,0.274464288
rand40_71,40,2.682696e+02,9.901242790e-01,0.274464288
rand40_71,40,2.777212e+02,9.916080408e-01,0.274464288
rand40_71,40,2.875058e+02,9.929095286e-01,0.274464288
rand40_71,40,2.976351e+02,9.940445374e-01,0.274464288
rand40_71,40,3.081214e+02,9.950284368e-01,0.274464288
rand40_71,40,3.189770e+02,9.958760558e-01,0.274464288
rand40_71,40,3.302151e+02,9.966015804e-01,0.274464288
rand40_71,40,3.418492e+02,9.972184666e-01,0.274464288
rand40_71,40,3.538932e+02,9.977393683e-01,0.274464288
rand40_71,40,3.663615e+02,9.981760826e-01,0.274464288
rand40_71,40,3.792690e+02,9.985395114e-01,0.274464288
rand40_71,40,3.926313e+02,9.988396399e-01,0.274464288
rand40_71,40,4.064644e+02,9.990855312e-01,0.274464288
rand40_71,40,4.207849e+02,9.992853354e-01,0.274464288
rand40_71,40,4.356099e+02,9.994463130e-01,0.274464288
rand40_71,40,4.509572e+02,9.995748697e-01,0.274464288
rand40_71,40,4.668452e+02,9.996766018e-01,0.274464288
rand40_71,40,4.832930e+02,9.997563488e-01,0.274464288
rand40_71,40,5.003203e+02,9.998182529e-01,0.274464288
rand40_71,40,5.179475e+02,9.998658220e-01,0.274464288
rand40_71,40,5.361957e+02,9.999019940e-01,0.274464288
rand40_71,40,5.550868e+02,9.999292027e-01,0.274464288
rand40_71,40,5.746435e+02,9.999494402e-01,0.274464288
rand40_71,40,5.948892e+02,9.999643185e-01,0.274464288
rand40_71,40,6.158482e+02,9.999751259e-01,0.274464288
rand40_71,40,6.375456e+02,9.999828789e-01,0.274464288
rand40_71,40,6.600075e+02,9.999883694e-01,0.274464288
rand40_71,40,6.832607e+02,9.999922061e-01,0.274464288
rand40_71,40,7.073332e+02,9.999948503e-01,0.274464288
rand40_71,40,7.322538e+02,9.999966467e-01,0.274464288
rand40_71,40,7.580524e+02,9.999978493e-01,0.274464288
rand40_71,40,7.847600e+02,9.999986419e-01,0.274464288
rand40_71,40,8.124085e+02,9.999991563e-01,0.274464288
rand40_71,40,8.410311e+02,9.999994845e-01,0.274464288
rand40_71,40,8.706621e+02,9.999996905e-01,0.274464288
rand40_71,40,9.013370e+02,9.999998175e-01,0.274464288
rand40_71,40,9.330927e+02,9.999998943e-01,0.274464288
rand40_71,40,9.659673e+02,9.999999400e-01,0.274464288
rand40_71,40,1.000000e+03,9.999999666e-01,0.274464288
