family,size,t,lambda_min,t_star
cert13,13,1.209781e-02,-1.188941852e-05,0.124064840
cert13,13,1.252404e-02,-1.226068527e-05,0.124064840
cert13,13,1.296528e-02,-1.264162433e-05,0.124064840
cert13,13,1.342207e-02,-1.303233278e-05,0.124064840
cert13,13,1.389495e-02,-1.343289375e-05,0.124064840
cert13,13,1.438450e-02,-1.384337465e-05,0.124064840
cert13,13,1.489129e-02,-1.426382531e-05,0.124064840
cert13,13,1.541594e-02,-1.469427593e-05,0.124064840
cert13,13,1.595907e-02,-1.513473487e-05,0.124064840
cert13,13,1.652133e-02,-1.558518624e-05,0.124064840
cert13,13,1.710341e-02,-1.604558732e-05,0.124064840
cert13,13,1.770599e-02,-1.651586574e-05,0.124064840
cert13,13,1.832981e-02,-1.699591641e-05,0.124064840
cert13,13,1.897560e-02,-1.748559828e-05,0.124064840
cert13,13,1.964414e-02,-1.798473070e-05,0.124064840
cert13,13,2.033624e-02,-1.849308966e-05,0.124064840
cert13,13,2.105272e-02,-1.901040353e-05,0.124064840
cert13,13,2.179445e-02,-1.953634867e-05,0.124064840
cert13,13,2.256230e-02,-2.007054451e-05,0.124064840
cert13,13,2.335721e-02,-2.061254835e-05,0.124064840
cert13,13,2.418013e-02,-2.116184969e-05,0.124064840
cert13,13,2.503204e-02,-2.171786419e-05,0.124064840
cert13,13,2.591396e-02,-2.227992705e-05,0.124064840
cert13,13,2.682696e-02,-2.284728600e-05,0.124064840
cert13,13,2.777212e-02,-2.341909364e-05,0.124064840
cert13,13,2.875058e-02,-2.399439924e-05,0.124064840
cert13,13,2.976351e-02,-2.457213992e-05,0.124064840
cert13,13,3.081214e-02,-2.515113115e-05,0.124064840
cert13,13,3.189770e-02,-2.573005648e-05,0.124064840
cert13,13,3.302151e-02,-2.630745656e-05,0.124064840
cert13,13,3.418492e-02,-2.688171728e-05,0.124064840
cert13,13,3.538932e-02,-2.745105703e-05,0.124064840
cert13,13,3.663615e-02,-2.801351303e-05,0.124064840
cert13,13,3.792690e-02,-2.856692657e-05,0.124064840
cert13,13,3.926313e-02,-2.910892720e-05,0.124064840
cert13,13,4.064644e-02,-2.963691575e-05,0.124064840
cert13,13,4.207849e-02,-3.014804604e-05,0.124064840
cert13,13,4.356099e-02,-3.063920527e-05,0.124064840
cert13,13,4.509572e-02,-3.110699298e-05,0.124064840
cert13,13,4.668452e-02,-3.154769839e-05,0.124064840
cert13,13,4.832930e-02,-3.195727616e-05,0.124064840
cert13,13,5.003203e-02,-3.233132032e-05,0.124064840
cert13,13,5.179475e-02,-3.266503631e-05,0.124064840
cert13,13,5.361957e-02,-3.295321100e-05,0.124064840
cert13,13,5.550868e-02,-3.319018051e-05,0.124064840
cert13,13,5.746435e-02,-3.336979570e-05,0.124064840
cert13,13,5.948892e-02,-3.348538518e-05,0.124064840
cert13,13,6.158482e-02,-3.352971565e-05,0.124064840
cert13,13,6.375456e-02,-3.349494937e-05,0.124064840
cert13,13,6.600075e-02,-3.337259863e-05,0.124064840
cert13,13,6.832607e-02,-3.315347688e-05,0.124064840
cert13,13,7.073332e-02,-3.282764647e-05,0.124064840
cert13,13,7.322538e-02,-3.238436259e-05,0.124064840
cert13,13,7.580524e-02,-3.181201330e-05,0.124064840
cert13,13,7.847600e-02,-3.109805527e-05,0.124064840
cert13,13,8.124085e-02,-3.022894498e-05,0.124064840
cert13,13,8.410311e-02,-2.919006516e-05,0.124064840
cert13,13,8.706621e-02,-2.796564592e-05,0.124064840
cert13,13,9.013370e-02,-2.653868051e-05,0.124064840
cert13,13,9.330927e-02,-2.489083512e-05,0.124064840
cert13,13,9.659673e-02,-2.300235240e-05,0.124064840
cert13,13,1.000000e-01,-2.085194833e-05,0.124064840
cert13,13,1.035232e-01,-1.841670194e-05,0.124064840
cert13,13,1.071705e-01,-1.567193735e-05,0.124064840
cert13,13,1.109463e-01,-1.259109787e-05,0.124064840
cert13,13,1.148551e-01,-9.145611290e-06,0.124064840
cert13,13,1.189017e-01,-5.304746097e-06,0.124064840
cert13,13,1.230908e-01,-1.035457843e-06,0.124064840
cert13,13,1.274275e-01,3.697774874e-06,0.124064840
cert13,13,1.319170e-01,8.933125534e-06,0.124064840
cert13,13,1.365647e-01,1.471160659e-05,0.124064840
cert13,13,1.413761e-01,2.107726889e-05,0.124064840
cert13,13,1.463570e-01,2.807741447e-05,0.124064840
cert13,13,1.515134e-01,3.576282340e-05,0.124064840
cert13,13,1.568515e-01,4.418799575e-05,0.124064840
cert13,13,1.623777e-01,5.341140947e-05,0.124064840
cert13,13,1.680985e-01,6.349579516e-05,0.124064840
cert13,13,1.740209e-01,7.450842882e-05,0.124064840
cert13,13,1.801520e-01,8.652144359e-05,0.124064840
cert13,13,1.864991e-01,9.961216171e-05,0.124064840
cert13,13,1.930698e-01,1.138634477e-04,0.124064840
cert13,13,1.998720e-01,1.293640840e-04,0.124064840
cert13,13,2.069138e-01,1.462091710e-04,0.124064840
cert13,13,2.142037e-01,1.645005517e-04,0.124064840
cert13,13,2.217505e-01,1.843472630e-04,0.124064840
cert13,13,2.295632e-01,2.058660155e-04,0.124064840
cert13,13,2.376511e-01,2.291817030e-04,0.124064840
cert13,13,2.460240e-01,2.544279424e-04,0.124064840
cert13,13,2.546918e-01,2.817476470e-04,0.124064840
cert13,13,2.636651e-01,3.112936348e-04,0.124064840
cert13,13,2.729545e-01,3.432292719e-04,0.124064840
cert13,13,2.825712e-01,3.777291550e-04,0.124064840
cert13,13,2.925266e-01,4.149798332e-04,0.124064840
cert13,13,3.028329e-01,4.551805719e-04,0.124064840
cert13,13,3.135022e-01,4.985441596e-04,0.124064840
cert13,13,3.245474e-01,5.452977612e-04,0.124064840
cert13,13,3.359818e-01,5.956838179e-04,0.124064840
cert13,13,3.478191e-01,6.499609967e-04,0.124064840
cert13,13,3.600733e-01,7.084051914e-04,0.124064840
cert13,13,3.727594e-01,7.713105756e-04,0.124064840
cert13,13,3.858923e-01,8.389907112e-04,0.124064840
cert13,13,3.994880e-01,9.117797136e-04,0.124064840
cert13,13,4.135627e-01,9.900334738e-04,0.124064840
cert13,13,4.281332e-01,1.074130940e-03,0.124064840
cert13,13,4.432171e-01,1.164475462e-03,0.124064840
cert13,13,4.588325e-01,1.261496192e-03,0.124064840
cert13,13,4.749979e-01,1.365649554e-03,0.124064840
cert13,13,4.917330e-01,1.477420768e-03,0.124064840
cert13,13,5.090576e-01,1.597325446e-03,0.124064840
cert13,13,5.269926e-01,1.725911241e-03,0.124064840
cert13,13,5.455595e-01,1.863759561e-03,0.124064840
cert13,13,5.647805e-01,2.011487340e-03,0.124064840
cert13,13,5.846787e-01,2.169748870e-03,0.124064840
cert13,13,6.052780e-01,2.339237676e-03,0.124064840
cert13,13,6.266030e-01,2.520688451e-03,0.124064840
cert13,13,6.486794e-01,2.714879026e-03,0.124064840
cert13,13,6.715335e-01,2.922632375e-03,0.124064840
cert13,13,6.951928e-01,3.144818653e-03,0.124064840
cert13,13,7.196857e-01,3.382357247e-03,0.124064840
cert13,13,7.450415e-01,3.636218834e-03,0.124064840
cert13,13,7.712906e-01,3.907427425e-03,0.124064840
cert13,13,7.984645e-01,4.197062388e-03,0.124064840
cert13,13,8.265959e-01,4.506260426e-03,0.124064840
cert13,13,8.557183e-01,4.836217484e-03,0.124064840
cert13,13,8.858668e-01,5.188190558e-03,0.124064840
cert13,13,9.170775e-01,5.563499397e-03,0.124064840
cert13,13,9.493877e-01,5.963528027e-03,0.124064840
cert13,13,9.828363e-01,6.389726102e-03,0.124064840
cert13,13,1.017463e+00,6.843610000e-03,0.124064840
cert13,13,1.053310e+00,7.326763652e-03,0.124064840
cert13,13,1.090420e+00,7.840839027e-03,0.124064840
cert13,13,1.128838e+00,8.387556219e-03,0.124064840
cert13,13,1.168609e+00,8.968703092e-03,0.124064840
cert13,13,1.209781e+00,9.586134385e-03,0.124064840
cert13,13,1.252404e+00,1.024177023e-02,0.124064840
cert13,13,1.296528e+00,1.093759399e-02,0.124064840
cert13,13,1.342207e+00,1.167564934e-02,0.124064840
cert13,13,1.389495e+00,1.245803652e-02,0.124064840
cert13,13,1.438450e+00,1.328690765e-02,0.124064840
cert13,13,1.489129e+00,1.416446107e-02,0.124064840
cert13,13,1.541594e+00,1.509293456e-02,0.124064840
cert13,13,1.595907e+00,1.607459750e-02,0.124064840
cert13,13,1.652133e+00,1.711174180e-02,0.124064840
cert13,13,1.710341e+00,1.820667164e-02,0.124064840
cert13,13,1.770599e+00,1.936169205e-02,0.124064840
cert13,13,1.832981e+00,2.057909635e-02,0.124064840
cert13,13,1.897560e+00,2.186115256e-02,0.124064840
cert13,13,1.964414e+00,2.321008902e-02,0.124064840
cert13,13,2.033624e+00,2.462807931e-02,0.124064840
cert13,13,2.105272e+00,2.611722700e-02,0.124064840
cert13,13,2.179445e+00,2.767955048e-02,0.124064840
cert13,13,2.256230e+00,2.931696847e-02,0.124064840
cert13,13,2.335721e+00,3.103128673e-02,0.124064840
cert13,13,2.418013e+00,3.282418674e-02,0.124064840
cert13,13,2.503204e+00,3.469721691e-02,0.124064840
cert13,13,2.591396e+00,3.665178714e-02,0.124064840
cert13,13,2.682696e+00,3.868916736e-02,0.124064840
cert13,13,2.777212e+00,4.081049063e-02,0.124064840
cert13,13,2.875058e+00,4.301676115e-02,0.124064840
cert13,13,2.976351e+00,4.530886749e-02,0.124064840
cert13,13,3.081214e+00,4.768760082e-02,0.124064840
cert13,13,3.189770e+00,5.015367775e-02,0.124064840
cert13,13,3.302151e+00,5.270776721e-02,0.124064840
cert13,13,3.418492e+00,5.535052020e-02,0.124064840
cert13,13,3.538932e+00,5.808260133e-02,0.124064840
cert13,13,3.663615e+00,6.090472076e-02,0.124064840
cert13,13,3.792690e+00,6.381766519e-02,0.124064840
cert13,13,3.926313e+00,6.682232661e-02,0.124064840
cert13,13,4.064644e+00,6.991972781e-02,0.124064840
cert13,13,4.207849e+00,7.311104370e-02,0.124064840
cert13,13,4.356099e+00,7.639761805e-02,0.124064840
cert13,13,4.509572e+00,7.978097548e-02,0.124064840
cert13,13,4.668452e+00,8.326282863e-02,0.124064840
cert13,13,4.832930e+00,8.684508110e-02,0.124064840
cert13,13,5.003203e+00,9.052982648e-02,0.124064840
cert13,13,5.179475e+00,9.431934423e-02,0.124064840
cert13,13,5.361957e+00,9.821609297e-02,0.124064840
cert13,13,5.550868e+00,1.022227019e-01,0.124064840
cert13,13,5.746435e+00,1.063419611e-01,0.124064840
cert13,13,5.948892e+00,1.105768106e-01,0.124064840
cert13,13,6.158482e+00,1.149303294e-01,0.124064840
cert13,13,6.375456e+00,1.194057248e-01,0.124064840
cert13,13,6.600075e+00,1.240063205e-01,0.124064840
cert13,13,6.832607e+00,1.287355465e-01,0.124064840
cert13,13,7.073332e+00,1.335969284e-01,0.124064840
cert13,13,7.322538e+00,1.385940768e-01,0.124064840
cert13,13,7.580524e+00,1.437306773e-01,0.124064840
cert13,13,7.847600e+00,1.490104804e-01,0.124064840
cert13,13,8.124085e+00,1.544372909e-01,0.124064840
cert13,13,8.410311e+00,1.600149576e-01,0.124064840
cert13,13,8.706621e+00,1.657473624e-01,0.124064840
cert13,13,9.013370e+00,1.716384082e-01,0.124064840
cert13,13,9.330927e+00,1.776920069e-01,0.124064840
cert13,13,9.659673e+00,1.839120662e-01,0.124064840
cert13,13,1.000000e+01,1.903024744e-01,0.124064840
cert13,13,1.035232e+01,1.968670856e-01,0.124064840
cert13,13,1.071705e+01,2.036097022e-01,0.124064840
cert13,13,1.109463e+01,2.105340565e-01,0.124064840
cert13,13,1.148551e+01,2.176437904e-01,0.124064840
cert13,13,1.189017e+01,2.249424344e-01,0.124064840
cert13,13,1.230908e+01,2.324333836e-01,0.124064840
cert13,13,1.274275e+01,2.401198732e-01,0.124064840
cert13,13,1.319170e+01,2.480049522e-01,0.124064840
cert13,13,1.365647e+01,2.560914546e-01,0.124064840
cert13,13,1.413761e+01,2.643819706e-01,0.124064840
cert13,13,1.463570e+01,2.728788156e-01,0.124064840
cert13,13,1.515134e+01,2.815839980e-01,0.124064840
cert13,13,1.568515e+01,2.904991862e-01,0.124064840
cert13,13,1.623777e+01,2.996256751e-01,0.124064840
cert13,13,1.680985e+01,3.089643519e-01,0.124064840
cert13,13,1.740209e+01,3.185156613e-01,0.124064840
cert13,13,1.801520e+01,3.282795714e-01,0.124064840
cert13,13,1.864991e+01,3.382555400e-01,0.124064840
cert13,13,1.930698e+01,3.484424808e-01,0.124064840
cert13,13,1.998720e+01,3.588387321e-01,0.124064840
cert13,13,2.069138e+01,3.694420259e-01,0.124064840
cert13,13,2.142037e+01,3.802494590e-01,0.124064840
cert13,13,2.217505e+01,3.912574671e-01,0.124064840
cert13,13,2.295632e+01,4.024618005e-01,0.124064840
cert13,13,2.376511e+01,4.138575032e-01,0.124064840
cert13,13,2.460240e+01,4.254388951e-01,0.124064840
cert13,13,2.546918e+01,4.371995580e-01,0.124064840
cert13,13,2.636651e+01,4.491323250e-01,0.124064840
cert13,13,2.729545e+01,4.612292741e-01,0.124064840
cert13,13,2.825712e+01,4.734817262e-01,0.124064840
cert13,13,2.925266e+01,4.858802470e-01,0.124064840
cert13,13,3.028329e+01,4.984146543e-01,0.124064840
cert13,13,3.135022e+01,5.110740287e-01,0.124064840
cert13,13,3.245474e+01,5.238467299e-01,0.124064840
cert13,13,3.359818e+01,5.367204172e-01,0.124064840
cert13,13,3.478191e+01,5.496820742e-01,0.124064840
cert13,13,3.600733e+01,5.627180386e-01,0.124064840
cert13,13,3.727594e+01,5.758140357e-01,0.124064840
cert13,13,3.858923e+01,5.889552158e-01,0.124064840
cert13,13,3.994880e+01,6.021261964e-01,0.124064840
cert13,13,4.135627e+01,6.153111069e-01,0.124064840
cert13,13,4.281332e+01,6.284936374e-01,0.124064840
cert13,13,4.432171e+01,6.416570901e-01,0.124064840
cert13,13,4.588325e+01,6.547844342e-01,0.124064840
cert13,13,4.749979e+01,6.678583630e-01,0.124064840
cert13,13,4.917330e+01,6.808613533e-01,0.124064840
cert13,13,5.090576e+01,6.937757274e-01,0.124064840
cert13,13,5.269926e+01,7.065837167e-01,0.124064840
cert13,13,5.455595e+01,7.192675278e-01,0.124064840
cert13,13,5.647805e+01,7.318094096e-01,0.124064840
cert13,13,5.846787e+01,7.441917226e-01,0.124064840
cert13,13,6.052780e+01,7.563970097e-01,0.124064840
cert13,13,6.266030e+01,7.684080683e-01,0.124064840
cert13,13,6.486794e+01,7.802080244e-01,0.124064840
cert13,13,6.715335e+01,7.917804075e-01,0.124064840
cert13,13,6.951928e+01,8.031092274e-01,0.124064840
cert13,13,7.196857e+01,8.141790521e-01,0.124064840
cert13,13,7.450415e+01,8.249750869e-01,0.124064840
cert13,13,7.712906e+01,8.354832544e-01,0.124064840
cert13,13,7.984645e+01,8.456902756e-01,0.124064840
cert13,13,8.265959e+01,8.555837503e-01,0.124064840
cert13,13,8.557183e+01,8.651522382e-01,0.124064840
cert13,13,8.858668e+01,8.743853383e-01,0.124064840
cert13,13,9.170775e+01,8.832737666e-01,0.124064840
cert13,13,9.493877e+01,8.918094309e-01,0.124064840
cert13,13,9.828363e+01,8.999855010e-01,0.124064840
cert13,13,1.017463e+02,9.077964741e-01,0.124064840
cert13,13,1.053310e+02,9.152382322e-01,0.124064840
cert13,13,1.090420e+02,9.223080919e-01,0.124064840
cert13,13,1.128838e+02,9.290048431e-01,0.124064840
cert13,13,1.168609e+02,9.353287764e-01,0.124064840
cert13,13,1.209781e+02,9.412816977e-01,0.124064840
cert13,13,1.252404e+02,9.468669278e-01,0.124064840
cert13,13,1.296528e+02,9.520892869e-01,0.124064840
cert13,13,1.342207e+02,9.569550629e-01,0.124064840
cert13,13,1.389495e+02,9.614719626e-01,0.124064840
cert13,13,1.438450e+02,9.656490469e-01,0.124064840
cert13,13,1.489129e+02,9.694966489e-01,0.124064840
cert13,13,1.541594e+02,9.730262773e-01,0.124064840
cert13,13,1.595907e+02,9.762505040e-01,0.124064840
cert13,13,1.652133e+02,9.791828400e-01,0.124064840
cert13,13,1.710341e+02,9.818375993e-01,0.124064840
cert13,13,1.770599e+02,9.842297543e-01,0.124064840
cert13,13,1.832981e+02,9.863747844e-01,0.124064840
cert13,13,1.897560e+02,9.882885207e-01,0.124064840
cert13,13,1.964414e+02,9.899869901e-01,0.124064840
cert13,13,2.033624e+02,9.914862601e-01,0.124064840
cert13,13,2.105272e+02,9.928022886e-01,0.124064840
cert13,13,2.179445e+02,9.939507811e-01,0.124064840
cert13,13,2.256230e+02,9.949470565e-01,0.124064840
cert13,13,2.335721e+02,9.958059258e-01,0.124064840
cert13,13,2.418013e+02,9.965415836e-01,0.124064840
cert13,13,2.503204e+02,9.971675157e-01,0.124064840
cert13,13,2.591396e+02,9.976964226e-01,0.124064840
cert13,13,2.682696e+02,9.981401601e-01,0.124064840
cert13,13,2.777212e+02,9.985096979e-01,0.124064840
cert13,13,2.875058e+02,9.988150944e-01,0.124064840
cert13,13,2.976351e+02,9.990654890e-01,0.124064840
cert13,13,3.081214e+02,9.992691088e-01,0.124064840
cert13,13,3.189770e+02,9.994332902e-01,0.124064840
cert13,13,3.302151e+02,9.995645124e-01,0.124064840
cert13,13,3.418492e+02,9.996684409e-01,0.124064840
cert13,13,3.538932e+02,9.997499803e-01,0.124064840
cert13,13,3.663615e+02,9.998133326e-01,0.124064840
cert13,13,3.792690e+02,9.998620596e-01,0.124064840
cert13,13,3.926313e+02,9.998991477e-01,0.124064840
cert13,13,4.064644e+02,9.999270729e-01,0.124064840
cert13,13,4.207849e+02,9.999478648e-01,0.124064840
cert13,13,4.356099e+02,9.999631669e-01,0.124064840
cert13,13,4.509572e+02,9.999742944e-01,0.124064840
cert13,13,4.668452e+02,9.999822860e-01,0.124064840
cert13,13,4.832930e+02,9.999879523e-01,0.124064840
cert13,13,5.003203e+02,9.999919165e-01,0.124064840
cert13,13,5.179475e+02,9.999946521e-01,0.124064840
cert13,13,5.361957e+02,9.999965130e-01,0.124064840
cert13,13,5.550868e+02,9.999977604e-01,0.124064840
cert13,13,5.746435e+02,9.999985838e-01,0.124064840
cert13,13,5.948892e+02,9.999991189e-01,0.124064840
cert13,13,6.158482e+02,9.999994608e-01,0.124064840
cert13,13,6.375456e+02,9.999996758e-01,0.124064840
cert13,13,6.600075e+02,9.999998085e-01,0.124064840
cert13,13,6.832607e+02,9.999998889e-01,0.124064840
cert13,13,7.073332e+02,9.999999368e-01,0.124064840
cert13,13,7.322538e+02,9.999999648e-01,0.124064840
cert13,13,7.580524e+02,9.999999808e-01,0.124064840
cert13,13,7.847600e+02,9.999999897e-01,0.124064840
cert13,13,8.124085e+02,9.999999946e-01,0.124064840
cert13,13,8.410311e+02,9.999999972e-01,0.124064840
cert13,13,8.706621e+02,9.999999986e-01,0.124064840
cert13,13,9.013370e+02,9.999999993e-01,0.124064840
cert13,13,9.330927e+02,9.999999997e-01,0.124064840
cert13,13,9.659673e+02,9.999999999e-01,0.124064840
cert13,13,1.000000e+03,9.999999999e-01,0.124064840
greedy25,25,1.000000e-03,-4.520390268e-05,14.742428940
greedy25,25,1.035232e-03,-4.679632734e-05,14.742428940
greedy25,25,1.071705e-03,-4.844484238e-05,14.742428940
greedy25,25,1.109463e-03,-5.015142300e-05,14.742428940
greedy25,25,1.148551e-03,-5.191811391e-05,14.742428940
greedy25,25,1.189017e-03,-5.374703179e-05,14.742428940
greedy25,25,1.230908e-03,-5.564036780e-05,14.742428940
greedy25,25,1.274275e-03,-5.760039024e-05,14.742428940
greedy25,25,1.319170e-03,-5.962944720e-05,14.742428940
greedy25,25,1.365647e-03,-6.172996943e-05,14.742428940
greedy25,25,1.413761e-03,-6.390447319e-05,14.742428940
greedy25,25,1.463570e-03,-6.615556328e-05,14.742428940
greedy25,25,1.515134e-03,-6.848593618e-05,14.742428940
greedy25,25,1.568515e-03,-7.089838321e-05,14.742428940
greedy25,25,1.623777e-03,-7.339579391e-05,14.742428940
greedy25,25,1.680985e-03,-7.598115945e-05,14.742428940
greedy25,25,1.740209e-03,-7.865757627e-05,14.742428940
greedy25,25,1.801520e-03,-8.142824970e-05,14.742428940
greedy25,25,1.864991e-03,-8.429649780e-05,14.742428940
greedy25,25,1.930698e-03,-8.726575538e-05,14.742428940
greedy25,25,1.998720e-03,-9.033957801e-05,14.742428940
greedy25,25,2.069138e-03,-9.352164634e-05,14.742428940
greedy25,25,2.142037e-03,-9.681577042e-05,14.742428940
greedy25,25,2.217505e-03,-1.002258943e-04,14.742428940
greedy25,25,2.295632e-03,-1.037561007e-04,14.742428940
greedy25,25,2.376511e-03,-1.074106158e-04,14.742428940
greedy25,25,2.460240e-03,-1.111938146e-04,14.742428940
greedy25,25,2.546918e-03,-1.151102256e-04,14.742428940
greedy25,25,2.636651e-03,-1.191645366e-04,14.742428940
greedy25,25,2.729545e-03,-1.233616003e-04,14.742428940
greedy25,25,2.825712e-03,-1.277064397e-04,14.742428940
greedy25,25,2.925266e-03,-1.322042546e-04,14.742428940
greedy25,25,3.028329e-03,-1.368604272e-04,14.742428940
greedy25,25,3.135022e-03,-1.416805290e-04,14.742428940
greedy25,25,3.245474e-03,-1.466703272e-04,14.742428940
greedy25,25,3.359818e-03,-1.518357917e-04,14.742428940
greedy25,25,3.478191e-03,-1.571831018e-04,14.742428940
greedy25,25,3.600733e-03,-1.627186542e-04,14.742428940
greedy25,25,3.727594e-03,-1.684490699e-04,14.742428940
greedy25,25,3.858923e-03,-1.743812025e-04,14.742428940
greedy25,25,3.994880e-03,-1.805221464e-04,14.742428940
greedy25,25,4.135627e-03,-1.868792447e-04,14.742428940
greedy25,25,4.281332e-03,-1.934600986e-04,14.742428940
greedy25,25,4.432171e-03,-2.002725758e-04,14.742428940
greedy25,25,4.588325e-03,-2.073248203e-04,14.742428940
greedy25,25,4.749979e-03,-2.146252616e-04,14.742428940
greedy25,25,4.917330e-03,-2.221826250e-04,14.742428940
greedy25,25,5.090576e-03,-2.300059419e-04,14.742428940
greedy25,25,5.269926e-03,-2.381045605e-04,14.742428940
greedy25,25,5.455595e-03,-2.464881565e-04,14.742428940
greedy25,25,5.647805e-03,-2.551667451e-04,14.742428940
greedy25,25,5.846787e-03,-2.641506925e-04,14.742428940
greedy25,25,6.052780e-03,-2.734507279e-04,14.742428940
greedy25,25,6.266030e-03,-2.830779568e-04,14.742428940
greedy25,25,6.486794e-03,-2.930438737e-04,14.742428940
greedy25,25,6.715335e-03,-3.033603753e-04,14.742428940
greedy25,25,6.951928e-03,-3.140397755e-04,14.742428940
greedy25,25,7.196857e-03,-3.250948187e-04,14.742428940
greedy25,25,7.450415e-03,-3.365386959e-04,14.742428940
greedy25,25,7.712906e-03,-3.483850594e-04,14.742428940
greedy25,25,7.984645e-03,-3.606480392e-04,14.742428940
greedy25,25,8.265959e-03,-3.733422595e-04,14.742428940
greedy25,25,8.557183e-03,-3.864828559e-04,14.742428940
greedy25,25,8.858668e-03,-4.000854932e-04,14.742428940
greedy25,25,9.170775e-03,-4.141663834e-04,14.742428940
greedy25,25,9.493877e-03,-4.287423053e-04,14.742428940
greedy25,25,9.828363e-03,-4.438306235e-04,14.742428940
greedy25,25,1.017463e-02,-4.594493089e-04,14.742428940
greedy25,25,1.053310e-02,-4.756169598e-04,14.742428940
greedy25,25,1.090420e-02,-4.923528235e-04,14.742428940
greedy25,25,1.128838e-02,-5.096768187e-04,14.742428940
greedy25,25,1.168609e-02,-5.276095586e-04,14.742428940
greedy25,25,1.209781e-02,-5.461723750e-04,14.742428940
greedy25,25,1.252404e-02,-5.653873428e-04,14.742428940
greedy25,25,1.296528e-02,-5.852773061e-04,14.742428940
greedy25,25,1.342207e-02,-6.058659040e-04,14.742428940
greedy25,25,1.389495e-02,-6.271775987e-04,14.742428940
greedy25,25,1.438450e-02,-6.492377029e-04,14.742428940
greedy25,25,1.489129e-02,-6.720724097e-04,14.742428940
greedy25,25,1.541594e-02,-6.957088225e-04,14.742428940
greedy25,25,1.595907e-02,-7.201749860e-04,14.742428940
greedy25,25,1.652133e-02,-7.454999189e-04,14.742428940
greedy25,25,1.710341e-02,-7.717136467e-04,14.742428940
greedy25,25,1.770599e-02,-7.988472361e-04,14.742428940
greedy25,25,1.832981e-02,-8.269328309e-04,14.742428940
greedy25,25,1.897560e-02,-8.560036885e-04,14.742428940
greedy25,25,1.964414e-02,-8.860942174e-04,14.742428940
greedy25,25,2.033624e-02,-9.172400168e-04,14.742428940
greedy25,25,2.105272e-02,-9.494779169e-04,14.742428940
greedy25,25,2.179445e-02,-9.828460204e-04,14.742428940
greedy25,25,2.256230e-02,-1.017383746e-03,14.742428940
greedy25,25,2.335721e-02,-1.053131871e-03,14.742428940
greedy25,25,2.418013e-02,-1.090132581e-03,14.742428940
greedy25,25,2.503204e-02,-1.128429514e-03,14.742428940
greedy25,25,2.591396e-02,-1.168067809e-03,14.742428940
greedy25,25,2.682696e-02,-1.209094159e-03,14.742428940
greedy25,25,2.777212e-02,-1.251556862e-03,14.742428940
greedy25,25,2.875058e-02,-1.295505871e-03,14.742428940
greedy25,25,2.976351e-02,-1.340992857e-03,14.742428940
greedy25,25,3.081214e-02,-1.388071258e-03,14.742428940
greedy25,25,3.189770e-02,-1.436796343e-03,14.742428940
greedy25,25,3.302151e-02,-1.487225271e-03,14.742428940
greedy25,25,3.418492e-02,-1.539417153e-03,14.742428940
greedy25,25,3.538932e-02,-1.593433119e-03,14.742428940
greedy25,25,3.663615e-02,-1.649336378e-03,14.742428940
greedy25,25,3.792690e-02,-1.707192295e-03,14.742428940
greedy25,25,3.926313e-02,-1.767068455e-03,14.742428940
greedy25,25,4.064644e-02,-1.829034739e-03,14.742428940
greedy25,25,4.207849e-02,-1.893163395e-03,14.742428940
greedy25,25,4.356099e-02,-1.959529121e-03,14.742428940
greedy25,25,4.509572e-02,-2.028209136e-03,14.742428940
greedy25,25,4.668452e-02,-2.099283268e-03,14.742428940
greedy25,25,4.832930e-02,-2.172834037e-03,14.742428940
greedy25,25,5.003203e-02,-2.248946736e-03,14.742428940
greedy25,25,5.179475e-02,-2.327709526e-03,14.742428940
greedy25,25,5.361957e-02,-2.409213522e-03,14.742428940
greedy25,25,5.550868e-02,-2.493552890e-03,14.742428940
greedy25,25,5.746435e-02,-2.580824942e-03,14.742428940
greedy25,25,5.948892e-02,-2.671130230e-03,14.742428940
greedy25,25,6.158482e-02,-2.764572657e-03,14.742428940
greedy25,25,6.375456e-02,-2.861259570e-03,14.742428940
greedy25,25,6.600075e-02,-2.961301875e-03,14.742428940
greedy25,25,6.832607e-02,-3.064814141e-03,14.742428940
greedy25,25,7.073332e-02,-3.171914714e-03,14.742428940
greedy25,25,7.322538e-02,-3.282725830e-03,14.742428940
greedy25,25,7.580524e-02,-3.397373734e-03,14.742428940
greedy25,25,7.847600e-02,-3.515988802e-03,14.742428940
greedy25,25,8.124085e-02,-3.638705656e-03,14.742428940
greedy25,25,8.410311e-02,-3.765663300e-03,14.742428940
greedy25,25,8.706621e-02,-3.897005239e-03,14.742428940
greedy25,25,9.013370e-02,-4.032879616e-03,14.742428940
greedy25,25,9.330927e-02,-4.173439344e-03,14.742428940
greedy25,25,9.659673e-02,-4.318842238e-03,14.742428940
greedy25,25,1.000000e-01,-4.469251162e-03,14.742428940
greedy25,25,1.035232e-01,-4.624834161e-03,14.742428940
greedy25,25,1.071705e-01,-4.785764613e-03,14.742428940
greedy25,25,1.109463e-01,-4.952221367e-03,14.742428940
greedy25,25,1.148551e-01,-5.124388899e-03,14.742428940
greedy25,25,1.189017e-01,-5.302457456e-03,14.742428940
greedy25,25,1.230908e-01,-5.486623211e-03,14.742428940
greedy25,25,1.274275e-01,-5.677088416e-03,14.742428940
greedy25,25,1.319170e-01,-5.874061558e-03,14.742428940
