genus,partitions,pairs,dominance_comparable,incomparable,crossing_pairs,cycles,closest_approach
1,1,0,0,0,0,0,inf
2,2,1,1,0,0,0,inf
15,72111111,3222222,1.0,26.0,-1.1506884901,1
15,711111111,663,6.0,-24.0,2.6554636133,0
15,711111111,6621,5.0,-20.0,2.1919763902,0
15,711111111,66111,4.0,-18.0,1.8960378105,0
15,711111111,654,6.0,-20.0,2.6157095828,0
15,711111111,6531,5.0,-14.0,2.0774138460,0
15,711111111,6522,5.0,-12.0,1.9237588885,0
15,711111111,65211,4.0,-10.0,1.6124834071,0
15,711111111,651111,3.0,-8.0,1.3039683360,0
15,711111111,6441,5.0,-12.0,2.0563337083,0
15,711111111,6432,5.0,-8.0,1.8528206953,0
15,711111111,64311,4.0,-6.0,1.5358357040,0
15,711111111,64221,4.0,-4.0,1.3980736881,0
15,711111111,642111,3.0,-2.0,1.0793630131,0
15,711111111,6411111,2.0,0.0,0.7611066176,0
15,711111111,6333,5.0,-6.0,1.8069576623,0
15,711111111,63321,4.0,-2.0,1.3596487240,0
15,711111111,633111,3.0,0.0,1.0400959935,0
15,711111111,63222,4.0,0.0,1.2437078268,0
15,711111111,632211,3.0,2.0,0.9242949060,1
15,711111111,6321111,2.0,4.0,0.5663058659,1
15,711111111,63111111,1.0,6.0,0.1393278729,1
15,711111111,622221,3.0,4.0,0.7989682258,1
15,711111111,6222111,2.0,6.0,0.3959489475,1
15,711111111,62211111,1.0,8.0,-0.0504657607,1
15,711111111,555,6.0,-18.0,2.6089312971,0
15,711111111,5541,5.0,-10.0,2.0525937174,0
15,711111111,5532,5.0,-6.0,1.8510918335,0
15,711111111,55311,4.0,-4.0,1.5338754049,0
15,711111111,55221,4.0,-2.0,1.3969924408,0
15,711111111,552111,3.0,0.0,1.0781419787,0
15,711111111,5511111,2.0,2.0,0.7579862252,1
15,711111111,5442,5.0,-4.0,1.8404469364,0
15,711111111,54411,4.0,-2.0,1.5223536566,0
15,711111111,5433,5.0,-2.0,1.7977355935,0
15,711111111,54321,4.0,2.0,1.3532280257,1
15,711111111,543111,3.0,4.0,1.0190433985,1
15,711111111,54222,4.0,4.0,1.2290565593,1
15,711111111,542211,3.0,6.0,0.8597629054,1
15,711111111,5421111,2.0,8.0,0.4426134842,1
15,711111111,54111111,1.0,10.0,-0.0134051055,1
15,711111111,53331,4.0,4.0,1.3144778870,1
15,711111111,53322,4.0,6.0,1.1723851665,1
15,711111111,533211,3.0,8.0,0.7742613481,1
15,711111111,5331111,2.0,10.0,0.3375448223,1
15,711111111,532221,3.0,10.0,0.5930854043,1
15,711111111,5322111,2.0,12.0,0.1434514745,1
15,711111111,53211111,1.0,14.0,-0.3198445664,1
15,711111111,522222,3.0,12.0,0.4116707671,1
15,711111111,5222211,2.0,14.0,-0.0422974367,1
15,711111111,52221111,1.0,16.0,-0.4967262223,1
15,711111111,4443,5.0,0.0,1.7903378225,0
15,711111111,44421,4.0,4.0,1.3402800137,1
15,711111111,444111,3.0,6.0,0.9782204584,1
15,711111111,44331,4.0,6.0,1.2830921134,1
15,711111111,44322,4.0,8.0,1.1215745860,1
15,711111111,443211,3.0,10.0,0.7045299411,1
15,711111111,4431111,2.0,12.0,0.2563809732,1
15,711111111,442221,3.0,12.0,0.5154738324,1
15,711111111,4422111,2.0,14.0,0.0587855027,1
15,711111111,44211111,1.0,16.0,-0.4075030840,1
15,711111111,43332,4.0,10.0,1.0356853369,1
15,711111111,433311,3.0,12.0,0.6026650186,1
15,711111111,433221,3.0,14.0,0.4101521017,1
15,711111111,4332111,2.0,16.0,-0.0525762974,1
15,711111111,43311111,1.0,18.0,-0.5208155568,1
15,711111111,432222,3.0,16.0,0.2214019165,1
15,711111111,4322211,2.0,18.0,-0.2409609810,1
15,711111111,43221111,1.0,20.0,-0.6983003124,1
15,711111111,4222221,2.0,20.0,-0.4223253574,1
15,711111111,42222111,1.0,22.0,-0.8686230862,1
15,711111111,33333,4.0,12.0,0.9414309020,1
15,711111111,333321,3.0,16.0,0.3018796435,1
15,711111111,3333111,2.0,18.0,-0.1653189544,1
15,711111111,333222,3.0,18.0,0.1114791874,1
15,711111111,3332211,2.0,20.0,-0.3539340164,1
15,711111111,33321111,1.0,22.0,-0.8123591481,1
15,711111111,3322221,2.0,22.0,-0.5359201521,1
15,711111111,33222111,1.0,24.0,-0.9831973101,1
15,711111111,3222222,2.0,24.0,-0.7133678446,1
15,711111111,32222211,1.0,26.0,-1.1506884901,1
15,711111111,22222221,1.0,28.0,-1.3165972596,1
15,6621,654,1.0,0.0,0.4439739707,0
15,6621,555,1.0,2.0,0.4334330329,1
15,66111,654,2.0,-2.0,0.7612470390,0
15,66111,6531,1.0,4.0,0.1980674677,1
15,66111,6522,1.0,6.0,0.0080001812,1
15,66111,6441,1.0,6.0,0.1163654324,1
15,66111,6432,1.0,10.0,-0.1930277062,1
15,66111,6333,1.0,12.0,-0.3080608680,1
15,66111,555,2.0,0.0,0.7597997343,0
15,66111,5541,1.0,8.0,0.0460983279,1
15,66111,5532,1.0,12.0,-0.2632485652,1
15,66111,5442,1.0,14.0,-0.3512452354,1
15,66111,5433,1.0,16.0,-0.4656790065,1
15,66111,4443,1.0,18.0,-0.5538631552,1
15,6531,555,1.0,-4.0,0.5376139324,0
15,6522,6441,0.0,0.0,0.1327698092,0
15,6522,555,1.0,-6.0,0.7037404315,0
15,6522,5541,0.0,2.0,0.0916900195,1
15,65211,6441,1.0,-2.0,0.4461649867,0
15,65211,6432,1.0,2.0,0.2618541066,1
15,65211,6333,1.0,4.0,0.1589737464,1
15,65211,555,2.0,-8.0,1.0011354270,0
15,65211,5541,1.0,0.0,0.4439739707,0
15,65211,5532,1.0,4.0,0.1980674677,1
15,65211,5442,1.0,6.0,0.1163654324,1
15,65211,5433,1.0,8.0,0.0021925552,1
15,65211,4443,1.0,10.0,-0.0849310004,1
15,651111,6441,2.0,-4.0,0.7628170019,0
15,651111,6432,2.0,0.0,0.6090890277,0
15,651111,64311,1.0,2.0,0.2618541066,1
15,651111,64221,1.0,4.0,0.0789990017,1
15,651111,6333,2.0,2.0,0.5786865809,1
15,651111,63321,1.0,6.0,-0.0350069516,1
15,651111,63222,1.0,8.0,-0.2203687837,1
15,651111,555,3.0,-10.0,1.3049629611,0
15,651111,5541,2.0,-2.0,0.7612470390,0
15,651111,5532,2.0,2.0,0.6012504958,1
15,651111,55311,1.0,4.0,0.1980674677,1
15,651111,55221,1.0,6.0,0.0080001812,1
15,651111,5442,2.0,4.0,0.5548796153,1
15,651111,54411,1.0,6.0,0.1163654324,1
15,651111,5433,2.0,6.0,0.4619444293,1
15,651111,54321,1.0,10.0,-0.1930277062,1
15,651111,54222,1.0,12.0,-0.3747323694,1
15,651111,53331,1.0,12.0,-0.3080608680,1
15,651111,53322,1.0,14.0,-0.4901502102,1
15,651111,4443,2.0,8.0,0.3841990522,1
15,651111,44421,1.0,12.0,-0.2811331428,1
15,651111,44331,1.0,14.0,-0.3962649416,1
15,651111,44322,1.0,16.0,-0.5779201531,1
15,651111,43332,1.0,18.0,-0.6934694061,1
15,651111,33333,1.0,20.0,-0.8092683536,1
15,6441,555,1.0,-6.0,0.5832846218,0
15,6432,555,1.0,-10.0,0.8567233297,0
15,6432,5541,0.0,-2.0,0.2467278428,0
15,64311,6333,1.0,0.0,0.2963641297,0
15,64311,555,2.0,-12.0,1.1361233943,0
15,64311,5541,1.0,-4.0,0.5376139324,0
15,64311,5532,1.0,0.0,0.3189601952,0
15,64311,5442,1.0,2.0,0.2941661631,1
15,64311,5433,1.0,4.0,0.1980674677,1
15,64311,4443,1.0,6.0,0.1163654324,1
15,64221,6333,1.0,-2.0,0.4088839742,0
15,64221,555,2.0,-14.0,1.3052807460,0
15,64221,5541,1.0,-6.0,0.7037404315,0
15,64221,5532,1.0,-2.0,0.4602598268,0
15,64221,55311,0.0,0.0,0.1535031893,0
15,64221,5442,1.0,0.0,0.4439739707,0
15,64221,54411,0.0,2.0,0.0916900195,1
15,64221,5433,1.0,2.0,0.3870341140,1
15,64221,4443,1.0,4.0,0.3256395921,1
15,642111,6333,2.0,-4.0,0.7280546675,0
15,642111,63321,1.0,0.0,0.2963641297,0
15,642111,63222,1.0,2.0,0.1650962756,1
15,642111,555,3.0,-16.0,1.5921863310,0
15,642111,5541,2.0,-8.0,1.0011354270,0
15,642111,5532,2.0,-4.0,0.7738236022,0
15,642111,55311,1.0,-2.0,0.4602598268,0
15,642111,55221,1.0,0.0,0.3189601952,0
15,642111,5442,2.0,-2.0,0.7612470390,0
15,642111,54411,1.0,0.0,0.4439739707,0
15,642111,5433,2.0,0.0,0.7205881360,0
15,642111,54321,1.0,4.0,0.1980674677,1
15,642111,54222,1.0,6.0,0.0080001812,1
15,642111,53331,1.0,6.0,0.0883646065,1
15,642111,53322,1.0,8.0,-0.1049634627,1
15,642111,4443,2.0,2.0,0.7110082185,1
15,642111,44421,1.0,6.0,0.1163654324,1
15,642111,44331,1.0,8.0,0.0021925552,1
15,642111,44322,1.0,10.0,-0.1930277062,1
15,642111,43332,1.0,12.0,-0.3080608680,1
15,642111,33333,1.0,14.0,-0.4237907084,1
15,6411111,6333,3.0,-6.0,1.0474280674,0
15,6411111,63321,2.0,-2.0,0.6116884279,0
15,6411111,633111,1.0,0.0,0.2963641297,0
15,6411111,63222,2.0,0.0,0.5236979344,0
15,6411111,632211,1.0,2.0,0.1650962756,1
15,6411111,622221,1.0,4.0,-0.0166184606,1
15,6411111,555,4.0,-18.0,1.8853377092,0
15,6411111,5541,3.0,-10.0,1.3049629611,0
15,6411111,5532,3.0,-6.0,1.0901682767,0
15,6411111,55311,2.0,-4.0,0.7738236022,0
15,6411111,55221,2.0,-2.0,0.6384990272,0
15,6411111,552111,1.0,0.0,0.3189601952,0
15,6411111,5442,3.0,-4.0,1.0794648888,0
15,6411111,54411,2.0,-2.0,0.7612470390,0
15,6411111,5433,3.0,-2.0,1.0401408664,0
15,6411111,54321,2.0,2.0,0.6012504958,1
15,6411111,543111,1.0,4.0,0.1980674677,1
15,6411111,54222,2.0,4.0,0.4514831339,1
15,6411111,542211,1.0,6.0,0.0080001812,1
15,6411111,53331,2.0,4.0,0.5317925834,1
15,6411111,53322,2.0,6.0,0.3553142442,1
15,6411111,533211,1.0,8.0,-0.1049634627,1
15,6411111,532221,1.0,10.0,-0.2868174924,1
15,6411111,522222,1.0,12.0,-0.4628958142,1
15,6411111,4443,3.0,0.0,1.0344991151,0
15,6411111,44421,2.0,4.0,0.5548796153,1
15,6411111,444111,1.0,6.0,0.1163654324,1
15,6411111,44331,2.0,6.0,0.4619444293,1
15,6411111,44322,2.0,8.0,0.2732397878,1
15,6411111,443211,1.0,10.0,-0.1930277062,1
15,6411111,442221,1.0,12.0,-0.3747323694,1
15,6411111,43332,2.0,10.0,0.1635122152,1
15,6411111,433311,1.0,12.0,-0.3080608680,1
15,6411111,433221,1.0,14.0,-0.4901502102,1
15,6411111,432222,1.0,16.0,-0.6656561133,1
15,6411111,33333,2.0,12.0,0.0508131255,1
15,6411111,333321,1.0,16.0,-0.6059346701,1
15,6411111,333222,1.0,18.0,-0.7816853906,1
15,6333,555,1.0,-12.0,0.9644871021,0
15,6333,5541,0.0,-4.0,0.3518127463,0
15,6333,5532,0.0,0.0,0.0776445436,0
15,6333,55311,-1.0,2.0,-0.2964663511,0
15,6333,55221,-1.0,4.0,-0.4099874504,0
15,6333,552111,-2.0,6.0,-0.7289942013,0
15,6333,5511111,-3.0,8.0,-1.0482728900,0
15,6333,5442,0.0,2.0,-0.0127235775,1
15,6333,54411,-1.0,4.0,-0.2983007016,0
15,63321,555,2.0,-16.0,1.4074928618,0
15,63321,5541,1.0,-8.0,0.7995664122,0
15,63321,5532,1.0,-4.0,0.5376139324,0
15,63321,55311,0.0,-2.0,0.2467278428,0
15,63321,55221,0.0,0.0,0.0776445436,0
15,63321,552111,-1.0,2.0,-0.2964663511,0
15,63321,5511111,-2.0,4.0,-0.6118906885,0
15,63321,5442,1.0,-2.0,0.5066196546,0
15,63321,54411,0.0,0.0,0.2025316817,0
15,63321,5433,1.0,0.0,0.4439739707,0
15,63321,4443,1.0,2.0,0.4221920161,1
15,633111,63222,1.0,0.0,0.2332239775,0
15,633111,555,3.0,-18.0,1.6890931202,0
15,633111,5541,2.0,-10.0,1.0885957693,0
15,633111,5532,2.0,-6.0,0.8396885812,0
15,633111,55311,1.0,-4.0,0.5376139324,0
15,633111,55221,1.0,-2.0,0.3744430885,0
15,633111,552111,0.0,0.0,0.0776445436,0
15,633111,5511111,-1.0,2.0,-0.2964663511,0
15,633111,5442,2.0,-4.0,0.8167502750,0
15,633111,54411,1.0,-2.0,0.5066196546,0
15,633111,5433,2.0,-2.0,0.7612470390,0
15,633111,54321,1.0,2.0,0.2941661631,1
15,633111,54222,1.0,4.0,0.1163194595,1
15,633111,53331,1.0,4.0,0.1980674677,1
15,633111,53322,1.0,6.0,0.0080001812,1
15,633111,4443,2.0,0.0,0.7516543993,0
15,633111,44421,1.0,4.0,0.2268368540,1
15,633111,44331,1.0,6.0,0.1163654324,1
15,633111,44322,1.0,8.0,-0.0792665569,1
15,633111,43332,1.0,10.0,-0.1930277062,1
15,633111,33333,1.0,12.0,-0.3080608680,1
15,63222,555,2.0,-18.0,1.5770948373,0
15,63222,5541,1.0,-10.0,0.9687239669,0
15,63222,5532,1.0,-6.0,0.7037404315,0
15,63222,55311,0.0,-4.0,0.4161018814,0
15,63222,55221,0.0,-2.0,0.2467278428,0
15,63222,552111,-1.0,0.0,-0.2278959056,0
15,63222,5511111,-2.0,2.0,-0.5237362586,0
15,63222,5442,1.0,-4.0,0.6667706701,0
15,63222,54411,0.0,-2.0,0.3678951946,0
15,63222,5433,1.0,-2.0,0.5929891152,0
15,63222,54321,0.0,2.0,0.0916900195,1
15,63222,543111,-1.0,4.0,-0.2335886585,0
15,63222,53331,0.0,4.0,-0.0495400173,1
15,63222,4443,1.0,0.0,0.5746979513,0
15,63222,44421,0.0,4.0,0.0004267903,1
15,63222,444111,-1.0,6.0,-0.3021179033,0
15,63222,44331,0.0,6.0,-0.1404959551,1
15,632211,555,3.0,-20.0,1.8580781736,0
15,632211,5541,2.0,-12.0,1.2559166378,0
15,632211,5532,2.0,-8.0,1.0011354270,0
15,632211,55311,1.0,-6.0,0.7037404315,0
15,632211,55221,1.0,-4.0,0.5376139324,0
15,632211,552111,0.0,-2.0,0.2467278428,0
15,632211,5511111,-1.0,0.0,-0.2278959056,0
15,632211,5442,2.0,-6.0,0.9718971166,0
15,632211,54411,1.0,-4.0,0.6667706701,0
15,632211,5433,2.0,-4.0,0.9053524103,0
15,632211,54321,1.0,0.0,0.4439739707,0
15,632211,543111,0.0,2.0,0.0916900195,1
15,632211,54222,1.0,2.0,0.2941661631,1
15,632211,53331,1.0,2.0,0.3870341140,1
15,632211,53322,1.0,4.0,0.1980674677,1
15,632211,4443,2.0,-2.0,0.8900681725,0
15,632211,44421,1.0,2.0,0.4221920161,1
15,632211,444111,0.0,4.0,0.0004267903,1
15,632211,44331,1.0,4.0,0.3256395921,1
15,632211,44322,1.0,6.0,0.1163654324,1
15,632211,43332,1.0,8.0,0.0021925552,1
15,632211,33333,1.0,10.0,-0.1136926113,1
15,6321111,622221,1.0,0.0,0.2332239775,0
15,6321111,555,4.0,-22.0,2.1448813956,0
15,6321111,5541,3.0,-14.0,1.5498200387,0
15,6321111,5532,3.0,-10.0,1.3049629611,0
15,6321111,55311,2.0,-8.0,1.0011354270,0
15,6321111,55221,2.0,-6.0,0.8396885812,0
15,6321111,552111,1.0,-4.0,0.5376139324,0
15,6321111,5511111,0.0,-2.0,0.2467278428,0
15,6321111,5442,3.0,-8.0,1.2810848514,0
15,6321111,54411,2.0,-6.0,0.9718971166,0
15,6321111,5433,3.0,-6.0,1.2199885889,0
15,6321111,54321,2.0,-2.0,0.7612470390,0
15,6321111,543111,1.0,0.0,0.4439739707,0
15,6321111,54222,2.0,0.0,0.6333999304,0
15,6321111,542211,1.0,2.0,0.2941661631,1
15,6321111,53331,2.0,0.0,0.7205881360,0
15,6321111,53322,2.0,2.0,0.6012504958,1
15,6321111,533211,1.0,4.0,0.1980674677,1
15,6321111,532221,1.0,6.0,0.0080001812,1
15,6321111,522222,1.0,8.0,-0.1717993841,1
15,6321111,4443,3.0,-4.0,1.2066400529,0
15,6321111,44421,2.0,0.0,0.7516543993,0
15,6321111,444111,1.0,2.0,0.4221920161,1
15,6321111,44331,2.0,2.0,0.7110082185,1
15,6321111,44322,2.0,4.0,0.5548796153,1
15,6321111,443211,1.0,6.0,0.1163654324,1
15,6321111,442221,1.0,8.0,-0.0792665569,1
15,6321111,43332,2.0,6.0,0.4619444293,1
15,6321111,433311,1.0,8.0,0.0021925552,1
15,6321111,433221,1.0,10.0,-0.1930277062,1
15,6321111,432222,1.0,12.0,-0.3747323694,1
15,6321111,33333,2.0,8.0,0.3575390324,1
15,6321111,333321,1.0,12.0,-0.3080608680,1
15,6321111,333222,1.0,14.0,-0.4901502102,1
15,63111111,622221,2.0,-2.0,0.5358060914,0
15,63111111,6222111,1.0,0.0,0.2332239775,0
15,63111111,555,5.0,-24.0,2.4364447518,0
15,63111111,5541,4.0,-16.0,1.8487913593,0
15,63111111,5532,4.0,-12.0,1.6131311269,0
15,63111111,55311,3.0,-10.0,1.3049629611,0
15,63111111,55221,3.0,-8.0,1.1483555630,0
15,63111111,552111,2.0,-6.0,0.8396885812,0
15,63111111,5511111,1.0,-4.0,0.5376139324,0
15,63111111,5442,4.0,-10.0,1.5930200804,0
15,63111111,54411,3.0,-8.0,1.2810848514,0
15,63111111,5433,4.0,-8.0,1.5360283798,0
15,63111111,54321,3.0,-4.0,1.0794648888,0
15,63111111,543111,2.0,-2.0,0.7612470390,0
15,63111111,54222,3.0,-2.0,0.9526884141,0
15,63111111,542211,2.0,0.0,0.6333999304,0
15,63111111,5421111,1.0,2.0,0.2941661631,1
15,63111111,53331,3.0,-2.0,1.0401408664,0
15,63111111,53322,3.0,0.0,0.9258078639,0
15,63111111,533211,2.0,2.0,0.6012504958,1
15,63111111,5331111,1.0,4.0,0.1980674677,1
15,63111111,532221,2.0,4.0,0.4514831339,1
15,63111111,5322111,1.0,6.0,0.0080001812,1
15,63111111,522222,2.0,6.0,0.2812524984,1
15,63111111,5222211,1.0,8.0,-0.1717993841,1
15,63111111,4443,4.0,-6.0,1.5240453470,0
15,63111111,44421,3.0,-2.0,1.0707276115,0
15,63111111,444111,2.0,0.0,0.7516543993,0
15,63111111,44331,3.0,0.0,1.0344991151,0
15,63111111,44322,3.0,2.0,0.9206568909,1
15,63111111,443211,2.0,4.0,0.5548796153,1
15,63111111,4431111,1.0,6.0,0.1163654324,1
15,63111111,442221,2.0,6.0,0.3776014800,1
15,63111111,4422111,1.0,8.0,-0.0792665569,1
15,63111111,43332,3.0,4.0,0.8709026474,1
15,63111111,433311,2.0,6.0,0.4619444293,1
15,63111111,433221,2.0,8.0,0.2732397878,1
15,63111111,4332111,1.0,10.0,-0.1930277062,1
15,63111111,432222,2.0,10.0,0.0870140733,1
15,63111111,4322211,1.0,12.0,-0.3747323694,1
15,63111111,4222221,1.0,14.0,-0.5497603996,1
15,63111111,33333,3.0,6.0,0.7937643619,1
15,63111111,333321,2.0,10.0,0.1635122152,1
15,63111111,3333111,1.0,12.0,-0.3080608680,1
15,63111111,333222,2.0,12.0,-0.0256216991,1
15,63111111,3332211,1.0,14.0,-0.4901502102,1
15,63111111,3322221,1.0,16.0,-0.6656561133,1
15,63111111,3222222,1.0,18.0,-0.8379664014,1
15,622221,555,3.0,-22.0,2.0272768701,0
15,622221,5541,2.0,-14.0,1.4238164975,0
15,622221,5532,2.0,-10.0,1.1653681254,0
15,622221,55311,1.0,-8.0,0.8711214329,0
15,622221,55221,1.0,-6.0,0.7037404315,0
15,622221,552111,0.0,-4.0,0.4161018814,0
15,622221,5511111,-1.0,-2.0,-0.0421487839,1
15,622221,5442,2.0,-8.0,1.1315754691,0
15,622221,54411,1.0,-6.0,0.8302219046,0
15,622221,5433,2.0,-6.0,1.0578088727,0
15,622221,54321,1.0,-2.0,0.5929891152,0
15,622221,543111,0.0,0.0,0.2845287097,0
15,622221,54222,1.0,0.0,0.4439739707,0
15,622221,542211,0.0,2.0,0.0916900195,1
15,622221,5421111,-1.0,4.0,-0.2335886585,0
15,622221,54111111,-2.0,6.0,-0.5372429121,0
15,622221,53331,1.0,0.0,0.5341734615,0
15,622221,53322,1.0,2.0,0.3870341140,1
15,622221,533211,0.0,4.0,-0.0495400173,1
15,622221,5331111,-1.0,6.0,-0.3313117109,0
15,622221,4443,2.0,-4.0,1.0375440121,0
15,622221,44421,1.0,0.0,0.5746979513,0
15,622221,444111,0.0,2.0,0.2417917069,1
15,622221,44331,1.0,2.0,0.5157284031,1
15,622221,44322,1.0,4.0,0.3256395921,1
15,622221,443211,0.0,6.0,-0.1404959551,1
15,622221,4431111,-1.0,8.0,-0.4172992244,0
15,622221,43332,1.0,6.0,0.2133627121,1
15,622221,433311,0.0,8.0,-0.2713142092,1
15,622221,33333,1.0,8.0,0.0962492232,1
15,6222111,555,4.0,-24.0,2.3131480150,0
15,6222111,5541,3.0,-16.0,1.7158545295,0
15,6222111,5532,3.0,-12.0,1.4656285369,0
15,6222111,55311,2.0,-10.0,1.1653681254,0
15,6222111,55221,2.0,-8.0,1.0011354270,0
15,6222111,552111,1.0,-6.0,0.7037404315,0
15,6222111,5511111,0.0,-4.0,0.4161018814,0
15,6222111,5442,3.0,-10.0,1.4371841221,0
15,6222111,54411,2.0,-8.0,1.1315754691,0
15,6222111,5433,3.0,-8.0,1.3688243231,0
15,6222111,54321,2.0,-4.0,0.9053524103,0
15,6222111,543111,1.0,-2.0,0.5929891152,0
15,6222111,54222,2.0,-2.0,0.7612470390,0
15,6222111,542211,1.0,0.0,0.4439739707,0
15,6222111,5421111,0.0,2.0,0.0916900195,1
15,6222111,54111111,-1.0,4.0,-0.2335886585,0
15,6222111,53331,2.0,-2.0,0.8515857878,0
15,6222111,53322,2.0,0.0,0.7205881360,0
15,6222111,533211,1.0,2.0,0.3870341140,1
15,6222111,5331111,0.0,4.0,-0.0495400173,1
15,6222111,532221,1.0,4.0,0.1980674677,1
15,6222111,522222,1.0,6.0,0.0080001812,1
15,6222111,4443,3.0,-6.0,1.3511796332,0
15,6222111,44421,2.0,-2.0,0.8900681725,0
15,6222111,444111,1.0,0.0,0.5746979513,0
15,6222111,44331,2.0,0.0,0.8416471978,0
15,6222111,44322,2.0,2.0,0.7110082185,1
15,6222111,443211,1.0,4.0,0.3256395921,1
15,6222111,4431111,0.0,6.0,-0.1404959551,1
15,6222111,442221,1.0,6.0,0.1163654324,1
15,6222111,43332,2.0,4.0,0.6441116901,1
15,6222111,433311,1.0,6.0,0.2133627121,1
15,6222111,433221,1.0,8.0,0.0021925552,1
15,6222111,432222,1.0,10.0,-0.1930277062,1
15,6222111,33333,2.0,6.0,0.5522580412,1
15,6222111,333321,1.0,10.0,-0.1136926113,1
15,6222111,333222,1.0,12.0,-0.3080608680,1
15,62211111,555,5.0,-26.0,2.6034254248,0
15,62211111,5541,4.0,-18.0,2.0126351616,0
15,62211111,5532,4.0,-14.0,1.7702785320,0
15,62211111,55311,3.0,-12.0,1.4656285369,0
15,62211111,55221,3.0,-10.0,1.3049629611,0
15,62211111,552111,2.0,-8.0,1.0011354270,0
15,62211111,5511111,1.0,-6.0,0.7037404315,0
15,62211111,5442,4.0,-12.0,1.7459009361,0
15,62211111,54411,3.0,-10.0,1.4371841221,0
15,62211111,5433,4.0,-10.0,1.6818584758,0
15,62211111,54321,3.0,-6.0,1.2199885889,0
15,62211111,543111,2.0,-4.0,0.9053524103,0
15,62211111,54222,3.0,-4.0,1.0794648888,0
15,62211111,542211,2.0,-2.0,0.7612470390,0
15,62211111,5421111,1.0,0.0,0.4439739707,0
15,62211111,54111111,0.0,2.0,0.0916900195,1
15,62211111,53331,3.0,-4.0,1.1696815776,0
15,62211111,53322,3.0,-2.0,1.0401408664,0
15,62211111,533211,2.0,0.0,0.7205881360,0
15,62211111,5331111,1.0,2.0,0.3870341140,1
15,62211111,532221,2.0,2.0,0.6012504958,1
15,62211111,5322111,1.0,4.0,0.1980674677,1
15,62211111,522222,2.0,4.0,0.4514831339,1
15,62211111,5222211,1.0,6.0,0.0080001812,1
15,62211111,4443,4.0,-8.0,1.6661535756,0
15,62211111,44421,3.0,-4.0,1.2066400529,0
15,62211111,444111,2.0,-2.0,0.8900681725,0
15,62211111,44331,3.0,-2.0,1.1605383734,0
15,62211111,44322,3.0,0.0,1.0344991151,0
15,62211111,443211,2.0,2.0,0.7110082185,1
15,62211111,4431111,1.0,4.0,0.3256395921,1
15,62211111,442221,2.0,4.0,0.5548796153,1
15,62211111,4422111,1.0,6.0,0.1163654324,1
15,62211111,43332,3.0,2.0,1.0037893840,1
15,62211111,433311,2.0,4.0,0.6441116901,1
15,62211111,433221,2.0,6.0,0.4619444293,1
15,62211111,4332111,1.0,8.0,0.0021925552,1
15,62211111,432222,2.0,8.0,0.2732397878,1
15,62211111,4322211,1.0,10.0,-0.1930277062,1
15,62211111,4222221,1.0,12.0,-0.3747323694,1
15,62211111,33333,3.0,4.0,0.9548474060,1
15,62211111,333321,2.0,8.0,0.3575390324,1
15,62211111,3333111,1.0,10.0,-0.1136926113,1
15,62211111,333222,2.0,10.0,0.1635122152,1
15,62211111,3332211,1.0,12.0,-0.3080608680,1
15,62211111,3322221,1.0,14.0,-0.4901502102,1
15,62211111,3222222,1.0,16.0,-0.6656561133,1
15,621111111,555,6.0,-28.0,2.8976361799,0
15,621111111,5541,5.0,-20.0,2.3131939868,0
15,621111111,5532,5.0,-16.0,2.0781624175,0
15,621111111,55311,4.0,-14.0,1.7702785320,0
15,621111111,55221,4.0,-12.0,1.6131311269,0
15,621111111,552111,3.0,-10.0,1.3049629611,0
15,621111111,5511111,2.0,-8.0,1.0011354270,0
15,621111111,5442,5.0,-14.0,2.0568162817,0
15,621111111,54411,4.0,-12.0,1.7459009361,0
15,621111111,5433,5.0,-12.0,1.9962752455,0
15,621111111,54321,4.0,-8.0,1.5360283798,0
15,621111111,543111,3.0,-6.0,1.2199885889,0
15,621111111,54222,4.0,-6.0,1.3981603239,0
15,621111111,542211,3.0,-4.0,1.0794648888,0
15,621111111,5421111,2.0,-2.0,0.7612470390,0
15,621111111,54111111,1.0,0.0,0.4439739707,0
15,621111111,53331,4.0,-6.0,1.4882313048,0
15,621111111,53322,4.0,-4.0,1.3596935969,0
15,621111111,533211,3.0,-2.0,1.0401408664,0
15,621111111,5331111,2.0,0.0,0.7205881360,0
15,621111111,532221,3.0,0.0,0.9258078639,0
15,621111111,5322111,2.0,2.0,0.6012504958,1
15,621111111,53211111,1.0,4.0,0.1980674677,1
15,621111111,522222,3.0,2.0,0.8262745814,1
15,621111111,5222211,2.0,4.0,0.4514831339,1
15,621111111,52221111,1.0,6.0,0.0080001812,1
15,621111111,4443,5.0,-10.0,1.9820299790,0
15,621111111,44421,4.0,-6.0,1.5240453470,0
15,621111111,444111,3.0,-4.0,1.2066400529,0
15,621111111,44331,4.0,-4.0,1.4795835346,0
15,621111111,44322,4.0,-2.0,1.3539539305,0
15,621111111,443211,3.0,0.0,1.0344991151,0
15,621111111,4431111,2.0,2.0,0.7110082185,1
15,621111111,442221,3.0,2.0,0.9206568909,1
15,621111111,4422111,2.0,4.0,0.5548796153,1
15,621111111,44211111,1.0,6.0,0.1163654324,1
15,621111111,43332,4.0,0.0,1.3240073949,0
15,621111111,433311,3.0,2.0,1.0037893840,1
15,621111111,433221,3.0,4.0,0.8709026474,1
15,621111111,4332111,2.0,6.0,0.4619444293,1
