genus,partitions,pairs,dominance_comparable,incomparable,crossing_pairs,cycles,closest_approach
1,1,0,0,0,0,0,inf
2,2,1,1,0,0,0,inf
13,541111,53311,1.0,0.0,0.2963641297,0
13,541111,53221,1.0,2.0,0.1650962756,1
13,541111,52222,1.0,4.0,-0.0166184606,1
13,541111,4441,2.0,-4.0,0.7628170019,0
13,541111,4432,2.0,0.0,0.6090890277,0
13,541111,44311,1.0,2.0,0.2618541066,1
13,541111,44221,1.0,4.0,0.0789990017,1
13,541111,4333,2.0,2.0,0.5786865809,1
13,541111,43321,1.0,6.0,-0.0350069516,1
13,541111,43222,1.0,8.0,-0.2203687837,1
13,541111,33331,1.0,8.0,-0.1511595401,1
13,541111,33322,1.0,10.0,-0.3370402132,1
13,5332,4441,0.0,-2.0,0.2164973250,0
13,53311,4441,1.0,-4.0,0.5134349335,0
13,53311,4432,1.0,0.0,0.3147991465,0
13,53311,4333,1.0,2.0,0.2618541066,1
13,53221,4441,1.0,-6.0,0.6769030201,0
13,53221,4432,1.0,-2.0,0.4461649867,0
13,53221,44311,0.0,0.0,0.1327698092,0
13,53221,4333,1.0,0.0,0.4016925375,0
13,532111,52222,1.0,0.0,0.2332239775,0
13,532111,4441,2.0,-8.0,0.9784969353,0
13,532111,4432,2.0,-4.0,0.7628170019,0
13,532111,44311,1.0,-2.0,0.4461649867,0
13,532111,44221,1.0,0.0,0.3147991465,0
13,532111,4333,2.0,-2.0,0.7212452679,0
13,532111,43321,1.0,2.0,0.2618541066,1
13,532111,43222,1.0,4.0,0.0789990017,1
13,532111,33331,1.0,4.0,0.1589737464,1
13,532111,33322,1.0,6.0,-0.0350069516,1
13,5311111,52222,2.0,-2.0,0.5358060914,0
13,5311111,522211,1.0,0.0,0.2332239775,0
13,5311111,4441,3.0,-10.0,1.2858070031,0
13,5311111,4432,3.0,-6.0,1.0807668731,0
13,5311111,44311,2.0,-4.0,0.7628170019,0
13,5311111,44221,2.0,-2.0,0.6338357577,0
13,5311111,442111,1.0,0.0,0.3147991465,0
13,5311111,4333,3.0,-4.0,1.0407979984,0
13,5311111,43321,2.0,0.0,0.6090890277,0
13,5311111,433111,1.0,2.0,0.2618541066,1
13,5311111,43222,2.0,2.0,0.5048778215,1
13,5311111,432211,1.0,4.0,0.0789990017,1
13,5311111,422221,1.0,6.0,-0.1039955913,1
13,5311111,33331,2.0,2.0,0.5786865809,1
13,5311111,33322,2.0,4.0,0.4226025237,1
13,5311111,333211,1.0,6.0,-0.0350069516,1
13,5311111,332221,1.0,8.0,-0.2203687837,1
13,5311111,322222,1.0,10.0,-0.4002691761,1
13,52222,4441,1.0,-8.0,0.8428911256,0
13,52222,4432,1.0,-4.0,0.5978271810,0
13,52222,44311,0.0,-2.0,0.2927786436,0
13,52222,44221,0.0,0.0,0.1327698092,0
13,52222,442111,-1.0,2.0,-0.2335765227,0
13,52222,4411111,-2.0,4.0,-0.5371654620,0
13,52222,4333,1.0,-2.0,0.5361500446,0
13,52222,43321,0.0,2.0,0.0217095052,1
13,52222,433111,-1.0,4.0,-0.2759965878,0
13,52222,33331,0.0,4.0,-0.1111913833,1
13,522211,4441,2.0,-10.0,1.1404108813,0
13,522211,4432,2.0,-6.0,0.9086673091,0
13,522211,44311,1.0,-4.0,0.5978271810,0
13,522211,44221,1.0,-2.0,0.4461649867,0
13,522211,442111,0.0,0.0,0.1327698092,0
13,522211,4411111,-1.0,2.0,-0.2335765227,0
13,522211,4333,2.0,-4.0,0.8531370568,0
13,522211,43321,1.0,0.0,0.4016925375,0
13,522211,433111,0.0,2.0,0.0217095052,1
13,522211,43222,1.0,2.0,0.2618541066,1
13,522211,33331,1.0,2.0,0.3499699160,1
13,522211,33322,1.0,4.0,0.1589737464,1
13,5221111,4441,3.0,-12.0,1.4437407868,0
13,5221111,4432,3.0,-8.0,1.2225096625,0
13,5221111,44311,2.0,-6.0,0.9086673091,0
13,5221111,44221,2.0,-4.0,0.7628170019,0
13,5221111,442111,1.0,-2.0,0.4461649867,0
13,5221111,4411111,0.0,0.0,0.1327698092,0
13,5221111,4333,3.0,-6.0,1.1710587499,0
13,5221111,43321,2.0,-2.0,0.7212452679,0
13,5221111,433111,1.0,0.0,0.4016925375,0
13,5221111,43222,2.0,0.0,0.6090890277,0
13,5221111,432211,1.0,2.0,0.2618541066,1
13,5221111,422221,1.0,4.0,0.0789990017,1
13,5221111,33331,2.0,0.0,0.6908387056,0
13,5221111,33322,2.0,2.0,0.5786865809,1
13,5221111,333211,1.0,4.0,0.1589737464,1
13,5221111,332221,1.0,6.0,-0.0350069516,1
13,5221111,322222,1.0,8.0,-0.2203687837,1
13,52111111,4441,4.0,-14.0,1.7509367124,0
13,52111111,4432,4.0,-10.0,1.5380953764,0
13,52111111,44311,3.0,-8.0,1.2225096625,0
13,52111111,44221,3.0,-6.0,1.0807668731,0
13,52111111,442111,2.0,-4.0,0.7628170019,0
13,52111111,4411111,1.0,-2.0,0.4461649867,0
13,52111111,4333,4.0,-8.0,1.4894523392,0
13,52111111,43321,3.0,-4.0,1.0407979984,0
13,52111111,433111,2.0,-2.0,0.7212452679,0
13,52111111,43222,3.0,-2.0,0.9260392048,0
13,52111111,432211,2.0,0.0,0.6090890277,0
13,52111111,4321111,1.0,2.0,0.2618541066,1
13,52111111,422221,2.0,2.0,0.5048778215,1
13,52111111,4222111,1.0,4.0,0.0789990017,1
13,52111111,33331,3.0,-2.0,1.0095527504,0
13,52111111,33322,3.0,0.0,0.9048322676,0
13,52111111,333211,2.0,2.0,0.5786865809,1
13,52111111,3331111,1.0,4.0,0.1589737464,1
13,52111111,332221,2.0,4.0,0.4226025237,1
13,52111111,3322111,1.0,6.0,-0.0350069516,1
13,52111111,322222,2.0,6.0,0.2447692508,1
13,52111111,3222211,1.0,8.0,-0.2203687837,1
13,52111111,2222221,1.0,10.0,-0.4002691761,1
13,511111111,4441,5.0,-16.0,2.0608982666,0
13,511111111,4432,5.0,-12.0,1.8547303173,0
13,511111111,44311,4.0,-10.0,1.5380953764,0
13,511111111,44221,4.0,-8.0,1.3992864989,0
13,511111111,442111,3.0,-6.0,1.0807668731,0
13,511111111,4411111,2.0,-4.0,0.7628170019,0
13,511111111,4333,5.0,-10.0,1.8081255454,0
13,511111111,43321,4.0,-6.0,1.3603507288,0
13,511111111,433111,3.0,-4.0,1.0407979984,0
13,511111111,43222,4.0,-4.0,1.2440260640,0
13,511111111,432211,3.0,-2.0,0.9260392048,0
13,511111111,4321111,2.0,0.0,0.6090890277,0
13,511111111,43111111,1.0,2.0,0.2618541066,1
13,511111111,422221,3.0,0.0,0.8305466376,0
13,511111111,4222111,2.0,2.0,0.5048778215,1
13,511111111,42211111,1.0,4.0,0.0789990017,1
13,511111111,33331,4.0,-4.0,1.3285721701,0
13,511111111,33322,4.0,-2.0,1.2206653607,0
13,511111111,333211,3.0,0.0,0.9048322676,0
13,511111111,3331111,2.0,2.0,0.5786865809,1
13,511111111,332221,3.0,2.0,0.8104451387,1
13,511111111,3322111,2.0,4.0,0.4226025237,1
13,511111111,33211111,1.0,6.0,-0.0350069516,1
13,511111111,322222,3.0,4.0,0.6787889491,1
13,511111111,3222211,2.0,6.0,0.2447692508,1
13,511111111,32221111,1.0,8.0,-0.2203687837,1
13,511111111,2222221,2.0,8.0,0.0622100817,1
13,511111111,22222111,1.0,10.0,-0.4002691761,1
13,44311,4333,1.0,0.0,0.2963641297,0
13,44221,4333,1.0,-2.0,0.4088839742,0
13,442111,4333,2.0,-4.0,0.7280546675,0
13,442111,43321,1.0,0.0,0.2963641297,0
13,442111,43222,1.0,2.0,0.1650962756,1
13,442111,33331,1.0,2.0,0.2398293225,1
13,442111,33322,1.0,4.0,0.0532068671,1
13,4411111,4333,3.0,-6.0,1.0474280674,0
13,4411111,43321,2.0,-2.0,0.6116884279,0
13,4411111,433111,1.0,0.0,0.2963641297,0
13,4411111,43222,2.0,0.0,0.5236979344,0
13,4411111,432211,1.0,2.0,0.1650962756,1
13,4411111,422221,1.0,4.0,-0.0166184606,1
13,4411111,33331,2.0,0.0,0.5927282594,0
13,4411111,33322,2.0,2.0,0.4905341971,1
13,4411111,333211,1.0,4.0,0.0532068671,1
13,4411111,332221,1.0,6.0,-0.1336256519,1
13,4411111,322222,1.0,8.0,-0.3162061433,1
13,433111,43222,1.0,0.0,0.2332239775,0
13,433111,33331,1.0,0.0,0.2963641297,0
13,433111,33322,1.0,2.0,0.1650962756,1
13,43222,33331,0.0,0.0,0.0903387488,0
13,432211,33331,1.0,-2.0,0.4088839742,0
13,432211,33322,1.0,0.0,0.2963641297,0
13,4321111,422221,1.0,0.0,0.2332239775,0
13,4321111,33331,2.0,-4.0,0.7280546675,0
13,4321111,33322,2.0,-2.0,0.6116884279,0
13,4321111,333211,1.0,0.0,0.2963641297,0
13,4321111,332221,1.0,2.0,0.1650962756,1
13,4321111,322222,1.0,4.0,-0.0166184606,1
13,43111111,422221,2.0,-2.0,0.5358060914,0
13,43111111,4222111,1.0,0.0,0.2332239775,0
13,43111111,33331,3.0,-6.0,1.0474280674,0
13,43111111,33322,3.0,-4.0,0.9292832014,0
13,43111111,333211,2.0,-2.0,0.6116884279,0
13,43111111,3331111,1.0,0.0,0.2963641297,0
13,43111111,332221,2.0,0.0,0.5236979344,0
13,43111111,3322111,1.0,2.0,0.1650962756,1
13,43111111,322222,2.0,2.0,0.4265421708,1
13,43111111,3222211,1.0,4.0,-0.0166184606,1
13,43111111,2222221,1.0,6.0,-0.1996050816,1
13,422221,33331,1.0,-4.0,0.5520740481,0
13,422221,33322,1.0,-2.0,0.4088839742,0
13,422221,333211,0.0,0.0,0.0903387488,0
13,422221,3331111,-1.0,2.0,-0.2407467360,0
13,4222111,33331,2.0,-6.0,0.8660471472,0
13,4222111,33322,2.0,-4.0,0.7280546675,0
13,4222111,333211,1.0,-2.0,0.4088839742,0
13,4222111,3331111,0.0,0.0,0.0903387488,0
13,4222111,332221,1.0,0.0,0.2963641297,0
13,4222111,322222,1.0,2.0,0.1650962756,1
13,42211111,33331,3.0,-8.0,1.1822538998,0
13,42211111,33322,3.0,-6.0,1.0474280674,0
13,42211111,333211,2.0,-4.0,0.7280546675,0
13,42211111,3331111,1.0,-2.0,0.4088839742,0
13,42211111,332221,2.0,-2.0,0.6116884279,0
13,42211111,3322111,1.0,0.0,0.2963641297,0
13,42211111,322222,2.0,0.0,0.5236979344,0
13,42211111,3222211,1.0,2.0,0.1650962756,1
13,42211111,2222221,1.0,4.0,-0.0166184606,1
13,421111111,33331,4.0,-10.0,1.4996370675,0
13,421111111,33322,4.0,-8.0,1.3668513376,0
13,421111111,333211,3.0,-6.0,1.0474280674,0
13,421111111,3331111,2.0,-4.0,0.7280546675,0
13,421111111,332221,3.0,-4.0,0.9292832014,0
13,421111111,3322111,2.0,-2.0,0.6116884279,0
13,421111111,33211111,1.0,0.0,0.2963641297,0
13,421111111,322222,3.0,-2.0,0.8319236879,0
13,421111111,3222211,2.0,0.0,0.5236979344,0
13,421111111,32221111,1.0,2.0,0.1650962756,1
13,421111111,2222221,2.0,2.0,0.4265421708,1
13,421111111,22222111,1.0,4.0,-0.0166184606,1
13,4111111111,33331,5.0,-12.0,1.8176396262,0
13,4111111111,33322,5.0,-10.0,1.6863486361,0
13,4111111111,333211,4.0,-8.0,1.3668513376,0
13,4111111111,3331111,3.0,-6.0,1.0474280674,0
13,4111111111,332221,4.0,-6.0,1.2477203173,0
13,4111111111,3322111,3.0,-4.0,0.9292832014,0
13,4111111111,33211111,2.0,-2.0,0.6116884279,0
13,4111111111,331111111,1.0,0.0,0.2963641297,0
13,4111111111,322222,4.0,-4.0,1.1449119048,0
13,4111111111,3222211,3.0,-2.0,0.8319236879,0
13,4111111111,32221111,2.0,0.0,0.5236979344,0
13,4111111111,322111111,1.0,2.0,0.1650962756,1
13,4111111111,2222221,3.0,0.0,0.7547830158,0
13,4111111111,22222111,2.0,2.0,0.4265421708,1
13,4111111111,222211111,1.0,4.0,-0.0166184606,1
13,3331111,332221,1.0,0.0,0.2332239775,0
13,3331111,322222,1.0,2.0,0.0995602268,1
13,3322111,322222,1.0,0.0,0.2332239775,0
13,33211111,322222,2.0,-2.0,0.5358060914,0
13,33211111,3222211,1.0,0.0,0.2332239775,0
13,33211111,2222221,1.0,2.0,0.0995602268,1
13,331111111,322222,3.0,-4.0,0.8488105375,0
13,331111111,3222211,2.0,-2.0,0.5358060914,0
13,331111111,32221111,1.0,0.0,0.2332239775,0
13,331111111,2222221,2.0,0.0,0.4664479549,0
13,331111111,22222111,1.0,2.0,0.0995602268,1
13,32221111,2222221,1.0,0.0,0.2332239775,0
13,322111111,2222221,2.0,-2.0,0.5358060914,0
13,322111111,22222111,1.0,0.0,0.2332239775,0
13,3211111111,2222221,3.0,-4.0,0.8488105375,0
13,3211111111,22222111,2.0,-2.0,0.5358060914,0
13,3211111111,222211111,1.0,0.0,0.2332239775,0
13,31111111111,2222221,4.0,-6.0,1.1650352811,0
13,31111111111,22222111,3.0,-4.0,0.8488105375,0
13,31111111111,222211111,2.0,-2.0,0.5358060914,0
13,31111111111,2221111111,1.0,0.0,0.2332239775,0
14,1211,113,1.0,16.0,-0.0609374420,1
14,1211,104,1.0,30.0,-0.4332356998,1
14,1211,95,1.0,40.0,-0.6941173610,1
14,1211,86,1.0,46.0,-0.8486749848,1
14,1211,77,1.0,48.0,-0.8998940596,1
14,1121,104,1.0,10.0,0.2941122754,1
14,1121,95,1.0,20.0,0.0463535182,1
14,1121,86,1.0,26.0,-0.1048856982,1
14,1121,77,1.0,28.0,-0.1552876745,1
14,11111,104,2.0,8.0,0.6940655182,1
14,11111,1031,1.0,14.0,-0.0301399094,1
14,11111,1022,1.0,16.0,-0.2084579546,1
14,11111,95,2.0,18.0,0.4761567219,1
14,11111,941,1.0,26.0,-0.3701617263,1
14,11111,932,1.0,30.0,-0.6521289199,1
14,11111,86,2.0,24.0,0.3320714965,1
14,11111,851,1.0,34.0,-0.5930149406,1
14,11111,842,1.0,40.0,-0.9579957894,1
14,11111,833,1.0,42.0,-1.0609505981,1
14,11111,77,2.0,26.0,0.2833516472,1
14,11111,761,1.0,38.0,-0.7033218110,1
14,11111,752,1.0,46.0,-1.1381658028,1
14,11111,743,1.0,50.0,-1.3247482794,1
14,11111,662,1.0,48.0,-1.1976953752,1
14,11111,653,1.0,54.0,-1.4546902330,1
14,11111,644,1.0,56.0,-1.5387218493,1
14,11111,554,1.0,58.0,-1.6093135142,1
14,1031,95,1.0,4.0,0.5186657360,1
14,1031,86,1.0,10.0,0.4097849389,1
14,1031,77,1.0,12.0,0.3658198691,1
14,1022,95,1.0,2.0,0.6995649527,1
14,1022,941,0.0,10.0,-0.1011401616,1
14,1022,86,1.0,8.0,0.6357968550,1
14,1022,851,0.0,18.0,-0.3255614416,1
14,1022,77,1.0,10.0,0.5993216610,1
14,1022,761,0.0,22.0,-0.4358866063,1
14,10211,95,2.0,0.0,0.9991812724,0
14,10211,941,1.0,8.0,0.3295356584,1
14,10211,932,1.0,12.0,0.0044038115,1
14,10211,86,2.0,6.0,0.9805160089,1
14,10211,851,1.0,16.0,0.1223845974,1
14,10211,842,1.0,22.0,-0.2988637027,1
14,10211,833,1.0,24.0,-0.4071354748,1
14,10211,77,2.0,8.0,0.9581419159,1
14,10211,761,1.0,20.0,0.0156511292,1
14,10211,752,1.0,28.0,-0.4783032600,1
14,10211,743,1.0,32.0,-0.6704317484,1
14,10211,662,1.0,30.0,-0.5376916135,1
14,10211,653,1.0,36.0,-0.8000737313,1
14,10211,644,1.0,38.0,-0.8840763806,1
14,10211,554,1.0,40.0,-0.9544555920,1
14,101111,95,3.0,-2.0,1.3038544645,0
14,101111,941,2.0,6.0,0.7221547746,1
14,101111,932,2.0,10.0,0.4417839284,1
14,101111,9311,1.0,12.0,0.0044038115,1
14,101111,9221,1.0,14.0,-0.1770202469,1
14,101111,86,3.0,4.0,1.3012014141,1
14,101111,851,2.0,14.0,0.5507119922,1
14,101111,842,2.0,20.0,0.1544615495,1
14,101111,8411,1.0,22.0,-0.2988637027,1
14,101111,833,2.0,22.0,0.0479949777,1
14,101111,8321,1.0,26.0,-0.5870280858,1
14,101111,8222,1.0,28.0,-0.7496085214,1
14,101111,77,3.0,6.0,1.2933014827,1
14,101111,761,2.0,18.0,0.4516471538,1
14,101111,752,2.0,26.0,-0.0210685112,1
14,101111,7511,1.0,28.0,-0.4783032600,1
14,101111,743,2.0,30.0,-0.2106252957,1
14,101111,7421,1.0,34.0,-0.8512196476,1
14,101111,7331,1.0,36.0,-0.9568402613,1
14,101111,7322,1.0,38.0,-1.1196122955,1
14,101111,662,2.0,28.0,-0.0795206539,1
14,101111,6611,1.0,30.0,-0.5376916135,1
14,101111,653,2.0,34.0,-0.3387375414,1
14,101111,6521,1.0,38.0,-0.9812470881,1
14,101111,644,2.0,36.0,-0.4210488345,1
14,101111,6431,1.0,42.0,-1.1720030252,1
14,101111,6422,1.0,44.0,-1.3353254157,1
14,101111,6332,1.0,46.0,-1.4419384029,1
14,101111,554,2.0,38.0,-0.4905283150,1
14,101111,5531,1.0,44.0,-1.2429176543,1
14,101111,5522,1.0,46.0,-1.4063389018,1
14,101111,5441,1.0,46.0,-1.3283146959,1
14,101111,5432,1.0,50.0,-1.5994088864,1
14,101111,5333,1.0,52.0,-1.7070118595,1
14,101111,4442,1.0,52.0,-1.6858519306,1
14,101111,4433,1.0,54.0,-1.7937225248,1
14,941,86,1.0,-2.0,0.5976121253,0
14,941,77,1.0,0.0,0.5957712388,0
14,932,86,1.0,-6.0,0.8718019741,0
14,932,851,0.0,4.0,0.1948669342,1
14,932,77,1.0,-4.0,0.8688155315,0
14,932,761,0.0,8.0,0.0943790238,1
14,9311,86,2.0,-8.0,1.1500306890,0
14,9311,851,1.0,2.0,0.5333112095,1
14,9311,842,1.0,8.0,0.1512031806,1
14,9311,833,1.0,10.0,0.0434980794,1
14,9311,77,2.0,-6.0,1.1484823806,0
14,9311,761,1.0,6.0,0.4814556288,1
14,9311,752,1.0,14.0,-0.0229060504,1
14,9311,743,1.0,18.0,-0.2174515454,1
14,9311,662,1.0,16.0,-0.0814137863,1
14,9311,653,1.0,22.0,-0.3466658124,1
14,9311,644,1.0,24.0,-0.4305958630,1
14,9311,554,1.0,26.0,-0.5008726118,1
14,9221,86,2.0,-10.0,1.3194132628,0
14,9221,851,1.0,0.0,0.6999720377,0
14,9221,842,1.0,6.0,0.3672184416,1
14,9221,8411,0.0,8.0,-0.0615843104,1
14,9221,833,1.0,8.0,0.2523034940,1
14,9221,77,2.0,-8.0,1.3176810771,0
14,9221,761,1.0,4.0,0.6858764947,1
14,9221,752,1.0,12.0,0.2070665315,1
14,9221,7511,0.0,14.0,-0.2423618995,1
14,9221,743,1.0,16.0,-0.0011685664,1
14,9221,662,1.0,14.0,0.1508895763,1
14,9221,6611,0.0,16.0,-0.3017708656,1
14,9221,653,1.0,20.0,-0.1283705343,1
14,9221,644,1.0,22.0,-0.2128417346,1
14,9221,554,1.0,24.0,-0.2823437207,1
14,92111,86,3.0,-12.0,1.6043713331,0
14,92111,851,2.0,-2.0,0.9991825765,0
14,92111,842,2.0,4.0,0.7462939840,1
14,92111,8411,1.0,6.0,0.3672184416,1
14,92111,833,2.0,6.0,0.6652603875,1
14,92111,8321,1.0,10.0,0.0434980794,1
14,92111,8222,1.0,12.0,-0.1410726203,1
14,92111,77,3.0,-10.0,1.6034056018,0
14,92111,761,2.0,2.0,0.9973585514,1
14,92111,752,2.0,10.0,0.6299504312,1
14,92111,7511,1.0,12.0,0.2070665315,1
14,92111,743,2.0,14.0,0.4473431414,1
14,92111,7421,1.0,18.0,-0.2174515454,1
14,92111,7331,1.0,20.0,-0.3279958527,1
14,92111,7322,1.0,22.0,-0.5119766917,1
14,92111,662,2.0,12.0,0.5808738380,1
14,92111,6611,1.0,14.0,0.1508895763,1
14,92111,653,2.0,18.0,0.3274316148,1
14,92111,6521,1.0,22.0,-0.3466658124,1
14,92111,644,2.0,20.0,0.2479888466,1
14,92111,6431,1.0,26.0,-0.5425307602,1
14,92111,6422,1.0,28.0,-0.7275503930,1
14,92111,6332,1.0,30.0,-0.8358557270,1
14,92111,554,2.0,22.0,0.1812151561,1
14,92111,5531,1.0,28.0,-0.6131885552,1
14,92111,5522,1.0,30.0,-0.7985262144,1
14,92111,5441,1.0,30.0,-0.6984904833,1
14,92111,5432,1.0,34.0,-0.9933113408,1
14,92111,5333,1.0,36.0,-1.1027189460,1
14,92111,4442,1.0,36.0,-1.0798882387,1
14,92111,4433,1.0,38.0,-1.1897022355,1
14,911111,86,4.0,-14.0,1.8953705093,0
14,911111,851,3.0,-4.0,1.3038549261,0
14,911111,842,3.0,2.0,1.0791748455,1
14,911111,8411,2.0,4.0,0.7462939840,1
14,911111,833,3.0,4.0,1.0309964851,1
14,911111,8321,2.0,8.0,0.4811194053,1
14,911111,83111,1.0,10.0,0.0434980794,1
14,911111,8222,2.0,10.0,0.3004046514,1
14,911111,82211,1.0,12.0,-0.1410726203,1
14,911111,77,4.0,-12.0,1.8948524996,0
14,911111,761,3.0,0.0,1.3027549122,0
14,911111,752,3.0,8.0,1.0219998282,1
14,911111,7511,2.0,10.0,0.6299504312,1
14,911111,743,3.0,12.0,0.8720748893,1
14,911111,7421,2.0,16.0,0.2391437939,1
14,911111,74111,1.0,18.0,-0.2174515454,1
14,911111,7331,2.0,18.0,0.1316370603,1
14,911111,7322,2.0,20.0,-0.0603529024,1
14,911111,73211,1.0,22.0,-0.5119766917,1
14,911111,72221,1.0,24.0,-0.6790970170,1
14,911111,662,3.0,10.0,0.9844783821,1
14,911111,6611,2.0,12.0,0.5808738380,1
14,911111,653,3.0,16.0,0.7646818792,1
14,911111,6521,2.0,20.0,0.1141215371,1
14,911111,65111,1.0,22.0,-0.3466658124,1
14,911111,644,3.0,18.0,0.6921749448,1
14,911111,6431,2.0,24.0,-0.0776116605,1
14,911111,6422,2.0,26.0,-0.2729552428,1
14,911111,64211,1.0,28.0,-0.7275503930,1
14,911111,6332,2.0,28.0,-0.3811692270,1
14,911111,63311,1.0,30.0,-0.8358557270,1
14,911111,63221,1.0,32.0,-1.0033348947,1
14,911111,62222,1.0,34.0,-1.1630469162,1
14,911111,554,3.0,20.0,0.6296618502,1
14,911111,5531,2.0,26.0,-0.1469900071,1
14,911111,5522,2.0,28.0,-0.3432147751,1
14,911111,55211,1.0,30.0,-0.7985262144,1
14,911111,5441,2.0,28.0,-0.2303084054,1
14,911111,5432,2.0,32.0,-0.5367775730,1
14,911111,54311,1.0,34.0,-0.9933113408,1
14,911111,54221,1.0,36.0,-1.1613445923,1
14,911111,5333,2.0,34.0,-0.6465862957,1
14,911111,53321,1.0,38.0,-1.2706998098,1
14,911111,53222,1.0,40.0,-1.4312465970,1
14,911111,4442,2.0,34.0,-0.6221319363,1
14,911111,44411,1.0,36.0,-1.0798882387,1
14,911111,4433,2.0,36.0,-0.7324862046,1
14,911111,44321,1.0,40.0,-1.3580544147,1
14,911111,44222,1.0,42.0,-1.5190017079,1
14,911111,43331,1.0,42.0,-1.4682379478,1
14,911111,43322,1.0,44.0,-1.6296728457,1
14,911111,33332,1.0,46.0,-1.7407951254,1
14,851,77,1.0,-8.0,0.6461434869,0
14,842,77,1.0,-14.0,1.0016133317,0
14,842,761,0.0,-2.0,0.3247980184,0
14,8411,833,1.0,0.0,0.2963641297,0
14,8411,77,2.0,-16.0,1.2582131948,0
14,8411,761,1.0,-4.0,0.5979485485,0
14,8411,752,1.0,4.0,0.2658501014,1
14,8411,743,1.0,8.0,0.0880982503,1
14,8411,662,1.0,6.0,0.2147487842,1
14,8411,653,1.0,12.0,-0.0399867799,1
14,8411,644,1.0,14.0,-0.1234124951,1
14,8411,554,1.0,16.0,-0.1936251426,1
14,833,77,1.0,-16.0,1.1159407604,0
14,833,761,0.0,-4.0,0.4356407048,0
14,833,752,0.0,4.0,-0.0141127380,1
14,833,7511,-1.0,6.0,-0.2964705381,0
14,833,662,0.0,6.0,-0.0748808585,1
14,833,6611,-1.0,8.0,-0.3071325181,0
14,8321,77,2.0,-20.0,1.5380989909,0
14,8321,761,1.0,-8.0,0.8724355479,0
14,8321,752,1.0,0.0,0.5350039710,0
14,8321,7511,0.0,2.0,0.2286450323,1
14,8321,743,1.0,4.0,0.4052867454,1
14,8321,662,1.0,2.0,0.5308791688,1
14,8321,6611,0.0,4.0,0.1841526602,1
14,8321,653,1.0,8.0,0.3004813308,1
14,8321,644,1.0,10.0,0.2196387581,1
14,8321,554,1.0,12.0,0.1533885152,1
14,83111,8222,1.0,0.0,0.2332239775,0
14,83111,77,3.0,-22.0,1.8024646023,0
14,83111,761,2.0,-10.0,1.1503091414,0
14,83111,752,2.0,-2.0,0.8385473763,0
14,83111,7511,1.0,0.0,0.5350039710,0
14,83111,743,2.0,2.0,0.7598720532,1
14,83111,7421,1.0,6.0,0.1959001723,1
14,83111,7331,1.0,8.0,0.0880982503,1
14,83111,7322,1.0,10.0,-0.0994118256,1
14,83111,662,2.0,0.0,0.8375682244,0
14,83111,6611,1.0,2.0,0.5308791688,1
14,83111,653,2.0,6.0,0.7079069939,1
14,83111,6521,1.0,10.0,0.0730860593,1
14,83111,644,2.0,8.0,0.6470694739,1
14,83111,6431,1.0,14.0,-0.1234124951,1
14,83111,6422,1.0,16.0,-0.3148969891,1
14,83111,6332,1.0,18.0,-0.4242152160,1
14,83111,554,2.0,10.0,0.5914277381,1
14,83111,5531,1.0,16.0,-0.1936251426,1
14,83111,5522,1.0,18.0,-0.3858752253,1
14,83111,5441,1.0,18.0,-0.2786587563,1
14,83111,5432,1.0,22.0,-0.5820259113,1
14,83111,5333,1.0,24.0,-0.6929596728,1
14,83111,4442,1.0,24.0,-0.6690410229,1
14,83111,4433,1.0,26.0,-0.7803716262,1
14,8222,77,2.0,-22.0,1.7064392084,0
14,8222,761,1.0,-10.0,1.0420171193,0
14,8222,752,1.0,-2.0,0.7000176070,0
14,8222,7511,0.0,0.0,0.4081344270,0
14,8222,743,1.0,2.0,0.5901411028,1
14,8222,7421,0.0,6.0,-0.0167081545,1
14,8222,74111,-1.0,8.0,-0.3082205960,0
14,8222,7331,0.0,8.0,-0.1591714261,1
14,8222,662,1.0,0.0,0.6972984957,0
14,8222,6611,0.0,2.0,0.3992138160,1
14,8222,653,1.0,6.0,0.5248378519,1
14,8222,6521,0.0,10.0,-0.1469287367,1
14,8222,65111,-1.0,12.0,-0.4368393850,0
14,8222,644,1.0,8.0,0.4512598325,1
14,8222,6431,0.0,14.0,-0.3786829877,1
14,8222,554,1.0,10.0,0.3907509671,1
14,8222,5531,0.0,16.0,-0.4498691264,1
14,8222,5441,0.0,18.0,-0.5388222593,1
14,82211,77,3.0,-24.0,1.9718078334,0
14,82211,761,2.0,-12.0,1.3196917152,0
14,82211,752,2.0,-4.0,0.9992019363,0
14,82211,7511,1.0,-2.0,0.7000176070,0
14,82211,743,2.0,0.0,0.9049667533,0
14,82211,7421,1.0,4.0,0.4052867454,1
14,82211,74111,0.0,6.0,-0.0167081545,1
14,82211,7331,1.0,6.0,0.2963112731,1
14,82211,7322,1.0,8.0,0.0880982503,1
14,82211,662,2.0,-2.0,0.9976560446,0
14,82211,6611,1.0,0.0,0.6972984957,0
14,82211,653,2.0,4.0,0.8906547423,1
14,82211,6521,1.0,8.0,0.3004813308,1
14,82211,65111,0.0,10.0,-0.1469287367,1
14,82211,644,2.0,6.0,0.8458524294,1
14,82211,6431,1.0,12.0,0.0947612544,1
14,82211,6422,1.0,14.0,-0.1234124951,1
14,82211,6332,1.0,16.0,-0.2360925866,1
14,82211,554,2.0,8.0,0.8021267524,1
14,82211,5531,1.0,14.0,0.0263281056,1
